r h1 h2
6.4600000000 0.0139202429 -0.0003622279
6.4700000000 0.0142082940 0.0003333804
6.4800000000 0.0133912217 -0.0003289434
6.4900000000 0.0144314644 -0.0015344079
6.5000000000 0.0144897464 -0.0012958992
6.5100000000 0.0141828934 -0.0004340540
6.5200000000 0.0132171492 -0.0003532348
6.5300000000 0.0137918141 -0.0007192082
6.5400000000 0.0148410310 -0.0000945589
6.5500000000 0.0145327305 -0.0008982780
6.5600000000 0.0143700584 -0.0008636668
6.5700000000 0.0136949320 -0.0009215575
6.5800000000 0.0129571761 -0.0011892097
6.5900000000 0.0127503495 -0.0009307670
6.6000000000 0.0115189800 -0.0011328761
6.6100000000 0.0120762199 -0.0020432157
6.6200000000 0.0118080929 -0.0025379281
6.6300000000 0.0123571422 -0.0029173204
6.6400000000 0.0124932283 -0.0020321907
6.6500000000 0.0119307264 -0.0030312556
6.6600000000 0.0120043039 -0.0035012484
6.6700000000 0.0130155916 -0.0021893569
6.6800000000 0.0124123641 -0.0024850836
6.6900000000 0.0130213478 -0.0025683334
6.7000000000 0.0120712222 -0.0008098714
6.7100000000 0.0120453223 -0.0012832245
6.7200000000 0.0118096275 -0.0013005301
6.7300000000 0.0113351619 -0.0009573500
6.7400000000 0.0114899306 -0.0015389870
6.7500000000 0.0107343102 -0.0015584147
6.7600000000 0.0101685792 -0.0014080121
6.7700000000 0.0095009478 -0.0023634518
6.7800000000 0.0103686160 -0.0022589209
6.7900000000 0.0098670386 -0.0027385553
6.8000000000 0.0082337841 -0.0027739058
6.8100000000 0.0082552239 -0.0032373925
6.8200000000 0.0077654393 -0.0024005479
6.8300000000 0.0077390396 -0.0031771484
6.8400000000 0.0073345664 -0.0035618802
6.8500000000 0.0074917806 -0.0033736188
6.8600000000 0.0071323964 -0.0015667535
6.8700000000 0.0069407899 -0.0022642790
6.8800000000 0.0079074608 -0.0025201110
6.8900000000 0.0071553232 -0.0037090346
6.9000000000 0.0079846331 -0.0029786322
6.9100000000 0.0075616150 -0.0041639083
6.9200000000 0.0077912415 -0.0038516869
6.9300000000 0.0072547227 -0.0025268560
6.9400000000 0.0084704662 -0.0033052255
6.9500000000 0.0078552943 -0.0020534928
6.9600000000 0.0090334492 -0.0023270798
6.9700000000 0.0086719339 -0.0022016251
6.9800000000 0.0076380765 -0.0024378029
6.9900000000 0.0084086266 -0.0017941895
7.0000000000 0.0096436010 -0.0024212385
7.0100000000 0.0091880212 -0.0029155032
7.0200000000 0.0085373025 -0.0025206390
7.0300000000 0.0084551485 -0.0023448046
7.0400000000 0.0072800403 -0.0022108327
7.0500000000 0.0071087130 -0.0023982433
7.0600000000 0.0073773052 -0.0033015595
7.0700000000 0.0070217038 -0.0028823974
7.0800000000 0.0070461818 -0.0029446164
7.0900000000 0.0078744612 -0.0028299861
7.1000000000 0.0064149315 -0.0028945451
7.1100000000 0.0069742927 -0.0040304822
7.1200000000 0.0066578662 -0.0037868004
7.1300000000 0.0071740065 -0.0034685319
7.1400000000 0.0072792584 -0.0023274905
7.1500000000 0.0067005955 -0.0029870464
7.1600000000 0.0076990607 -0.0031545876
7.1700000000 0.0068125899 -0.0023652507
7.1800000000 0.0063263130 -0.0006450471
7.1900000000 0.0057037872 -0.0011477183
7.2000000000 0.0052368444 -0.0018270385
7.2100000000 0.0055218789 -0.0012779027
7.2200000000 0.0046703065 -0.0023144436
7.2300000000 0.0038483246 -0.0034043221
7.2400000000 0.0045092506 -0.0016176796
7.2500000000 0.0026692010 -0.0010965098
7.2600000000 0.0031456285 -0.0016112278
7.2700000000 0.0030027290 -0.0026232960
7.2800000000 0.0023082803 -0.0023206644
7.2900000000 0.0029453754 -0.0020750310
7.3000000000 0.0017084263 -0.0006956143
7.3100000000 0.0012903498 -0.0012896705
7.3200000000 0.0023487129 -0.0003823028
7.3300000000 0.0011268741 -0.0012789842
7.3400000000 0.0007072026 -0.0017319310
7.3500000000 0.0013467434 -0.0026622573
7.3600000000 0.0002833081 -0.0023630064
7.3700000000 0.0009593546 -0.0032572718
7.3800000000 0.0012377713 -0.0024958574
7.3900000000 0.0009087055 -0.0028708879
7.4000000000 0.0013030162 -0.0027481232
7.4100000000 0.0006503504 -0.0019177891
7.4200000000 0.0009418959 -0.0025132972
7.4300000000 0.0005031827 -0.0036344021
7.4400000000 0.0003517723 -0.0032725159
7.4500000000 0.0004467232 -0.0030077229
7.4600000000 0.0002883821 -0.0025227034
7.4700000000 -0.0000470499 -0.0025353382
7.4800000000 -0.0003050871 -0.0023996973
7.4900000000 -0.0000639616 -0.0024339877
7.5000000000 0.0001246167 -0.0019718005
7.5100000000 -0.0003866051 -0.0021590458
7.5200000000 -0.0005733352 -0.0018355118
7.5300000000 -0.0010341398 -0.0017925209
7.5400000000 -0.0021712318 -0.0015679897
7.5500000000 -0.0007803577 -0.0015455161
7.5600000000 -0.0003724070 -0.0017255695
7.5700000000 -0.0005236190 -0.0021307320
7.5800000000 -0.0006991216 -0.0025225087
7.5900000000 -0.0013794066 -0.0018390799
7.6000000000 -0.0007964935 -0.0022895066
7.6100000000 -0.0010466301 -0.0019830158
7.6200000000 -0.0003718679 -0.0023952837
7.6300000000 0.0003718531 -0.0014075870
7.6400000000 -0.0007532130 0.0002014924
7.6500000000 -0.0004019063 0.0004579838
7.6600000000 -0.0008105968 -0.0002274126
7.6700000000 -0.0012147478 -0.0003077872
7.6800000000 -0.0006882434 -0.0000219091
7.6900000000 0.0000157405 -0.0007909083
7.7000000000 -0.0004661595 0.0005031253
7.7100000000 0.0002163008 -0.0008808105
7.7200000000 -0.0004129090 -0.0004790236
7.7300000000 0.0011239282 0.0003334097
7.7400000000 0.0022862217 0.0000750993
7.7500000000 0.0032874979 -0.0009816846
7.7600000000 0.0023226727 -0.0019536759
7.7700000000 0.0038392366 -0.0025703412
7.7800000000 0.0032209524 -0.0020158512
7.7900000000 0.0031261305 -0.0025194814
7.8000000000 0.0026982574 -0.0026791784
7.8100000000 0.0034718239 -0.0023723439
7.8200000000 0.0030324020 -0.0010038691
7.8300000000 0.0025885891 -0.0019996556
7.8400000000 0.0024096634 -0.0022449879
7.8500000000 0.0029490268 -0.0020359441
7.8600000000 0.0032287331 -0.0017812268
7.8700000000 0.0028892823 -0.0011765374
7.8800000000 0.0030407534 -0.0013715206
7.8900000000 0.0037172308 -0.0010618614
7.9000000000 0.0033005608 -0.0004925516
7.9100000000 0.0035992280 -0.0007722447
7.9200000000 0.0036716572 -0.0018982956
7.9300000000 0.0039745510 -0.0013500646
7.9400000000 0.0037128792 -0.0010622203
7.9500000000 0.0039414873 -0.0010772588
7.9600000000 0.0042473769 -0.0013235216
7.9700000000 0.0036051466 -0.0011615199
7.9800000000 0.0042158893 -0.0013777154
7.9900000000 0.0044962027 -0.0010226049
8.0000000000 0.0043234217 -0.0009182630
8.0100000000 0.0039570185 -0.0006553055
8.0200000000 0.0041837476 -0.0008822952
8.0300000000 0.0045079440 -0.0005398826
8.0400000000 0.0047559027 0.0003412055
8.0500000000 0.0042432183 -0.0002914394
8.0600000000 0.0049978953 -0.0006000826
8.0700000000 0.0055363601 -0.0008118736
8.0800000000 0.0054154472 -0.0010631432
8.0900000000 0.0054849351 -0.0016643469
8.1000000000 0.0061203233 -0.0016420490
8.1100000000 0.0059370498 -0.0021488722
8.1200000000 0.0058656352 -0.0026090761
8.1300000000 0.0063571363 -0.0010569864
8.1400000000 0.0059553022 -0.0017296112
8.1500000000 0.0057102188 -0.0010405468
8.1600000000 0.0066083704 -0.0007498906
8.1700000000 0.0068612728 -0.0000520186
8.1800000000 0.0055905348 -0.0006365919
8.1900000000 0.0060031671 -0.0013021896
8.2000000000 0.0066368332 -0.0011807821
8.2100000000 0.0067449736 -0.0002820092
8.2200000000 0.0063943122 0.0003232882
8.2300000000 0.0068644931 0.0011299559
8.2400000000 0.0072627769 0.0008960832
8.2500000000 0.0058557949 -0.0006202910
8.2600000000 0.0065615729 -0.0008118839
8.2700000000 0.0062951971 -0.0016566025
8.2800000000 0.0064235184 -0.0021851361
8.2900000000 0.0064325437 -0.0021203985
8.3000000000 0.0071288114 -0.0020247119
8.3100000000 0.0076198264 -0.0009008039
8.3200000000 0.0079641653 -0.0010723315
8.3300000000 0.0078758057 -0.0006340064
8.3400000000 0.0063611457 -0.0003040856
8.3500000000 0.0062329034 -0.0007108220
8.3600000000 0.0073359179 -0.0004368422
8.3700000000 0.0077474531 -0.0004220601
8.3800000000 0.0092144257 -0.0017124322
8.3900000000 0.0094461921 -0.0005530714
8.4000000000 0.0090989890 -0.0003702077
8.4100000000 0.0094677563 0.0002252471
8.4200000000 0.0093785525 0.0007839768
8.4300000000 0.0095012614 0.0004013538
8.4400000000 0.0104056186 0.0003518604
8.4500000000 0.0106479783 0.0002347769
8.4600000000 0.0111611761 0.0011557375
8.4700000000 0.0096598890 0.0019643057
8.4800000000 0.0101551223 0.0016929404
8.4900000000 0.0096670468 0.0016107099
8.5000000000 0.0101979899 0.0001500346
8.5100000000 0.0102479434 -0.0005488523
8.5200000000 0.0115196033 -0.0000054250
8.5300000000 0.0107622272 0.0001009726
8.5400000000 0.0109942215 0.0007959585
8.5500000000 0.0114976388 0.0004545722
8.5600000000 0.0117555183 0.0006191478
8.5700000000 0.0122922464 0.0005473799
8.5800000000 0.0126816611 0.0004995346
8.5900000000 0.0133330375 0.0005902095
8.6000000000 0.0125991721 0.0017629994
8.6100000000 0.0127081089 0.0011377917
8.6200000000 0.0117456878 0.0009627699
8.6300000000 0.0126393868 -0.0003616900
8.6400000000 0.0131082716 -0.0003795615
8.6500000000 0.0125627596 0.0006357793
8.6600000000 0.0136863616 0.0006746873
8.6700000000 0.0138291856 0.0007126607
8.6800000000 0.0144497636 0.0005978226
8.6900000000 0.0145421264 0.0008744880
8.7000000000 0.0132788722 0.0006535070
8.7100000000 0.0138603151 0.0010264807
8.7200000000 0.0126298076 0.0005376789
8.7300000000 0.0120379679 0.0008118082
8.7400000000 0.0132843727 0.0004736486
8.7500000000 0.0139228181 -0.0002521636
8.7600000000 0.0146205306 -0.0004354709
8.7700000000 0.0134175509 -0.0009857878
8.7800000000 0.0139477567 -0.0005108109
8.7900000000 0.0139821648 -0.0005985004
8.8000000000 0.0133679578 -0.0001327918
8.8100000000 0.0138911922 0.0001187967
8.8200000000 0.0151761937 0.0015647604
8.8300000000 0.0147420304 -0.0002133258
8.8400000000 0.0152724592 0.0005892875
8.8500000000 0.0158200740 -0.0003806865
8.8600000000 0.0158105239 -0.0002996489
8.8700000000 0.0152449289 0.0003375750
8.8800000000 0.0150937130 -0.0004774068
8.8900000000 0.0158191592 -0.0000093578
8.9000000000 0.0153450587 0.0004699129
8.9100000000 0.0152642846 0.0002829320
8.9200000000 0.0158479123 0.0000889286
8.9300000000 0.0158734821 -0.0005622858
8.9400000000 0.0160642960 -0.0010122619
8.9500000000 0.0159319078 -0.0004133561
8.9600000000 0.0155821570 -0.0011913584
8.9700000000 0.0162324615 -0.0010966708
8.9800000000 0.0162249638 -0.0013858977
8.9900000000 0.0152056243 -0.0018059496
9.0000000000 0.0146729335 -0.0020337753
9.0100000000 0.0135973111 -0.0021190029
9.0200000000 0.0140812145 -0.0019136058
9.0300000000 0.0151104286 -0.0013786816
9.0400000000 0.0155319421 -0.0004229414
9.0500000000 0.0146048803 0.0000974397
9.0600000000 0.0145496377 0.0009879746
9.0700000000 0.0146285898 0.0016670919
9.0800000000 0.0149420333 0.0013450946
9.0900000000 0.0146080451 0.0015946304
9.1000000000 0.0153747955 0.0016009768
9.1100000000 0.0144983762 0.0022033954
9.1200000000 0.0140529895 0.0028323434
9.1300000000 0.0143251982 0.0028199005
9.1400000000 0.0139289677 0.0032456892
9.1500000000 0.0135630272 0.0023838825
9.1600000000 0.0132817381 0.0017254308
9.1700000000 0.0134323827 0.0023521633
9.1800000000 0.0139014194 0.0028405019
9.1900000000 0.0139658920 0.0022139469
9.2000000000 0.0141842498 0.0032866817
9.2100000000 0.0132746891 0.0029157250
9.2200000000 0.0128853200 0.0023377371
9.2300000000 0.0119537968 0.0024513570
9.2400000000 0.0128237707 0.0021343933
9.2500000000 0.0127673812 0.0020781055
9.2600000000 0.0129400683 0.0013349474
9.2700000000 0.0127868530 0.0013671586
9.2800000000 0.0135106711 0.0023659619
9.2900000000 0.0136150542 0.0016765393
9.3000000000 0.0138058443 0.0018818987
9.3100000000 0.0132420648 0.0004416188
9.3200000000 0.0132127205 0.0012997176
9.3300000000 0.0125538547 0.0016146796
9.3400000000 0.0142861138 0.0014825554
9.3500000000 0.0113961755 0.0020053445
9.3600000000 0.0124163365 0.0010211326
9.3700000000 0.0119405394 -0.0000111276
9.3800000000 0.0108532179 -0.0004415027
9.3900000000 0.0104940704 -0.0001658027
9.4000000000 0.0097125009 -0.0013081999
9.4100000000 0.0095368887 -0.0007543002
9.4200000000 0.0097115194 -0.0005295763
9.4300000000 0.0094326798 -0.0015410105
9.4400000000 0.0101714075 -0.0017873771
9.4500000000 0.0097835936 -0.0003777351
9.4600000000 0.0095522944 0.0007578938
9.4700000000 0.0092023942 -0.0000290631
9.4800000000 0.0080675535 -0.0001547574
9.4900000000 0.0086237288 0.0003964700
9.5000000000 0.0085496979 -0.0000564476
9.5100000000 0.0082587411 -0.0003000515
9.5200000000 0.0089916386 -0.0007033478
9.5300000000 0.0095402266 -0.0010134439
9.5400000000 0.0079082056 -0.0011646140
9.5500000000 0.0066082707 -0.0000292848
9.5600000000 0.0078384899 -0.0001972238
9.5700000000 0.0080361085 -0.0006551200
9.5800000000 0.0070741091 -0.0004805177
9.5900000000 0.0064944130 -0.0015779704
9.6000000000 0.0064879163 -0.0011514741
9.6100000000 0.0062649630 -0.0022362082
9.6200000000 0.0061600258 -0.0019938307
9.6300000000 0.0068872479 -0.0029627562
9.6400000000 0.0062550567 -0.0023975820
9.6500000000 0.0058196053 -0.0028340754
9.6600000000 0.0058128153 -0.0034313326
9.6700000000 0.0051894343 -0.0037972125
9.6800000000 0.0045375713 -0.0043188410
9.6900000000 0.0049753690 -0.0032887771
9.7000000000 0.0041721597 -0.0033129319
9.7100000000 0.0041197339 -0.0028207513
9.7200000000 0.0040688020 -0.0025741253
9.7300000000 0.0040297712 -0.0030318574
9.7400000000 0.0025432831 -0.0029887625
9.7500000000 0.0029281372 -0.0029781278
9.7600000000 0.0028140530 -0.0029124333
9.7700000000 0.0028285960 -0.0027242303
9.7800000000 0.0032229409 -0.0020183789
9.7900000000 0.0033350978 -0.0014949559
9.8000000000 0.0031193636 -0.0012222085
9.8100000000 0.0035958954 -0.0016878781
9.8200000000 0.0025847341 -0.0018892119
9.8300000000 0.0024375090 -0.0025293759
9.8400000000 0.0018005535 -0.0028075163
9.8500000000 0.0014918049 -0.0030141331
9.8600000000 0.0021692696 -0.0038882840
9.8700000000 0.0024479062 -0.0033865885
9.8800000000 0.0020226821 -0.0034624621
9.8900000000 0.0022698361 -0.0041841246
9.9000000000 0.0032639898 -0.0028224303
9.9100000000 0.0033377570 -0.0024136170
9.9200000000 0.0029642465 -0.0023031700
9.9300000000 0.0028786502 -0.0027722061
9.9400000000 0.0018402870 -0.0023287451
9.9500000000 0.0020504800 -0.0023502484
9.9600000000 0.0015419138 -0.0029989910
9.9700000000 0.0007968466 -0.0028212535
9.9800000000 0.0014724626 -0.0019287429
9.9900000000 0.0015082409 -0.0033561410
10.0000000000 0.0019440347 -0.0022717672
10.0100000000 0.0015334117 -0.0011603824
10.0200000000 0.0009810431 -0.0013537963
10.0300000000 0.0014316438 -0.0009508003
10.0400000000 0.0009488162 -0.0003640013
10.0500000000 0.0012786931 -0.0007428802
10.0600000000 0.0004475963 -0.0015258620
10.0700000000 0.0013026524 -0.0013374176
10.0800000000 0.0009729769 -0.0014033484
10.0900000000 0.0009528935 -0.0020006069
10.1000000000 0.0007477840 -0.0029595612
10.1100000000 0.0020939977 -0.0016149412
10.1200000000 0.0007291583 -0.0006428728
10.1300000000 0.0005640735 -0.0004989194
10.1400000000 -0.0000569307 -0.0018028540
10.1500000000 0.0012676874 -0.0014551218
10.1600000000 0.0006301783 -0.0003100248
10.1700000000 0.0008070176 -0.0001010085
10.1800000000 0.0003869031 -0.0006529929
10.1900000000 0.0008049052 -0.0007564342
10.2000000000 0.0025766190 -0.0011497834
10.2100000000 0.0017729914 -0.0012207235
10.2200000000 0.0023510838 -0.0014750148
10.2300000000 0.0017609329 -0.0006822518
10.2400000000 0.0019523508 -0.0003415222
10.2500000000 0.0011200147 0.0000491590
10.2600000000 0.0009750791 -0.0004772961
10.2700000000 0.0018009435 -0.0004110407
10.2800000000 0.0014464568 -0.0004487883
10.2900000000 0.0018340916 -0.0008257577
10.3000000000 0.0019017851 -0.0016420427
10.3100000000 0.0010478806 -0.0015200886
10.3200000000 0.0007257617 -0.0014289533
10.3300000000 0.0014005253 -0.0014851160
10.3400000000 0.0015799546 -0.0005724065
10.3500000000 0.0018399213 -0.0017417817
10.3600000000 0.0013833889 -0.0020290037
10.3700000000 0.0014721274 -0.0018071854
10.3800000000 0.0009377322 -0.0014519755
10.3900000000 0.0025369483 -0.0011600120
10.4000000000 0.0012905710 -0.0019559784
10.4100000000 0.0021365294 -0.0028305235
10.4200000000 0.0027057744 -0.0031741900
10.4300000000 0.0026430834 -0.0017168494
10.4400000000 0.0022485081 -0.0015813876
10.4500000000 0.0023791849 -0.0021999159
10.4600000000 0.0023494547 -0.0021504503
10.4700000000 0.0015502990 -0.0020436023
10.4800000000 0.0016795703 -0.0020145871
10.4900000000 0.0024963975 -0.0021080480
10.5000000000 0.0024612654 -0.0020620990
10.5100000000 0.0031128963 -0.0025861289
10.5200000000 0.0032309154 -0.0021025203
10.5300000000 0.0026129833 -0.0010433154
10.5400000000 0.0029561004 0.0006941521
10.5500000000 0.0037204998 -0.0001819360
10.5600000000 0.0052277441 -0.0012108907
10.5700000000 0.0054997881 -0.0008398892
10.5800000000 0.0043793115 -0.0007636361
10.5900000000 0.0044163157 0.0007820665
10.6000000000 0.0052795753 -0.0000251604
10.6100000000 0.0057725486 0.0001587464
10.6200000000 0.0063925875 -0.0005868338
10.6300000000 0.0063508651 -0.0016036177
10.6400000000 0.0054654541 -0.0015269502
10.6500000000 0.0058554049 -0.0006742730
10.6600000000 0.0073614021 -0.0002219095
10.6700000000 0.0079234597 0.0009607552
10.6800000000 0.0094561416 -0.0010756845
10.6900000000 0.0087016487 -0.0014734874
10.7000000000 0.0079363865 -0.0016446988
10.7100000000 0.0076278581 -0.0011357622
10.7200000000 0.0089166152 -0.0005438699
10.7300000000 0.0084514168 -0.0014188247
10.7400000000 0.0088276832 -0.0012164992
10.7500000000 0.0093523809 -0.0014831057
10.7600000000 0.0093939786 -0.0012787799
10.7700000000 0.0107795606 -0.0014307409
10.7800000000 0.0104081552 -0.0007845255
10.7900000000 0.0093045733 -0.0000632830
10.8000000000 0.0104207000 0.0016709256
10.8100000000 0.0099008076 0.0011446829
10.8200000000 0.0099764806 0.0012611725
10.8300000000 0.0104530377 0.0018725189
10.8400000000 0.0102138647 0.0019187391
10.8500000000 0.0104837765 0.0015148915
10.8600000000 0.0116260853 0.0023244625
10.8700000000 0.0126066398 0.0031785718
10.8800000000 0.0118892758 0.0023960458
10.8900000000 0.0117231438 0.0010249715
10.9000000000 0.0110487896 0.0013463235
10.9100000000 0.0111607999 0.0012825427
10.9200000000 0.0109070462 0.0023480844
10.9300000000 0.0121057136 0.0013250233
10.9400000000 0.0120759292 0.0012149089
10.9500000000 0.0126206597 0.0017083387
10.9600000000 0.0121430673 0.0015168861
10.9700000000 0.0127219932 0.0023714620
10.9800000000 0.0139283656 0.0026476911
10.9900000000 0.0133449027 0.0024693020
11.0000000000 0.0137862502 0.0025700004
11.0100000000 0.0150529804 0.0024985991
11.0200000000 0.0149436826 0.0020438468
11.0300000000 0.0147490380 0.0013989710
11.0400000000 0.0153412050 0.0017805920
11.0500000000 0.0166017952 0.0020017503
11.0600000000 0.0156096796 0.0017855926
11.0700000000 0.0146475176 0.0023415588
11.0800000000 0.0151006205 0.0021652358
11.0900000000 0.0165515740 0.0022155528
11.1000000000 0.0167620037 0.0015890389
11.1100000000 0.0168162710 0.0015986800
11.1200000000 0.0177220898 0.0012476200
11.1300000000 0.0179918759 0.0021820939
11.1400000000 0.0172129578 0.0022190951
11.1500000000 0.0174819066 0.0020953823
11.1600000000 0.0173728560 0.0027464712
11.1700000000 0.0183212461 0.0036733623
11.1800000000 0.0182348423 0.0020269908
11.1900000000 0.0186428970 0.0022044166
11.2000000000 0.0192228849 0.0024321100
11.2100000000 0.0179049812 0.0032591474
11.2200000000 0.0179030208 0.0029785264
11.2300000000 0.0190431898 0.0040518623
11.2400000000 0.0194118411 0.0046341102
11.2500000000 0.0204038570 0.0035288690
11.2600000000 0.0210569337 0.0043561670
11.2700000000 0.0206104775 0.0049302250
11.2800000000 0.0194893679 0.0050186140
11.2900000000 0.0184595175 0.0043218645
11.3000000000 0.0186645438 0.0049644499
11.3100000000 0.0188074093 0.0049661059
11.3200000000 0.0190006477 0.0051664125
11.3300000000 0.0190787736 0.0043398311
11.3400000000 0.0193518192 0.0040049398
11.3500000000 0.0196789357 0.0045489103
11.3600000000 0.0197330195 0.0043487664
11.3700000000 0.0185431857 0.0044119122
11.3800000000 0.0187426786 0.0060089787
11.3900000000 0.0187014694 0.0057377131
11.4000000000 0.0184180458 0.0045977141
11.4100000000 0.0181974110 0.0042816419
11.4200000000 0.0182581739 0.0032126826
11.4300000000 0.0172986737 0.0028884394
11.4400000000 0.0178308320 0.0020453842
11.4500000000 0.0190722989 0.0016995763
11.4600000000 0.0189396990 0.0013703935
11.4700000000 0.0193941580 0.0008871371
11.4800000000 0.0189985919 0.0016984546
11.4900000000 0.0195960551 0.0014539839
11.5000000000 0.0201434060 0.0000654925
11.5100000000 0.0199032031 0.0011243266
11.5200000000 0.0204616080 0.0011508648
11.5300000000 0.0190875166 0.0016422977
11.5400000000 0.0188714789 0.0015892373
11.5500000000 0.0179608040 0.0014964210
11.5600000000 0.0168356394 0.0006639091
11.5700000000 0.0170324986 0.0022562365
11.5800000000 0.0178976803 0.0017800739
11.5900000000 0.0173081853 0.0015112259
11.6000000000 0.0172313615 0.0008611065
11.6100000000 0.0178744078 0.0017816654
11.6200000000 0.0160950796 0.0018287433
11.6300000000 0.0167816259 0.0007339079
11.6400000000 0.0168356448 0.0002074563
11.6500000000 0.0173821745 0.0007956224
11.6600000000 0.0168570456 0.0002804742
11.6700000000 0.0166201361 0.0002042778
11.6800000000 0.0155880617 0.0008087995
11.6900000000 0.0147981505 0.0000368288
11.7000000000 0.0156315455 -0.0001796898
11.7100000000 0.0160261114 0.0010483466
11.7200000000 0.0151880639 0.0005844306
11.7300000000 0.0162689921 0.0007172704
11.7400000000 0.0172548817 0.0003332945
11.7500000000 0.0164158028 0.0012960208
11.7600000000 0.0156538123 0.0015986672
11.7700000000 0.0151526252 0.0022813907
11.7800000000 0.0152422640 0.0022897512
11.7900000000 0.0153820710 0.0033390486
11.8000000000 0.0142445345 0.0027662860
11.8100000000 0.0141922286 0.0041177438
11.8200000000 0.0135421227 0.0035703601
11.8300000000 0.0142355646 0.0039913164
11.8400000000 0.0140697253 0.0042113573
11.8500000000 0.0139753085 0.0042706949
11.8600000000 0.0140501362 0.0047618765
11.8700000000 0.0140425275 0.0038907063
11.8800000000 0.0134320416 0.0034929362
11.8900000000 0.0128057711 0.0029903492
11.9000000000 0.0129985953 0.0031108998
11.9100000000 0.0126204919 0.0028924321
11.9200000000 0.0127370498 0.0034048922
11.9300000000 0.0127618036 0.0033490767
11.9400000000 0.0121588899 0.0031230622
11.9500000000 0.0119870055 0.0030426890
11.9600000000 0.0126699773 0.0029941816
11.9700000000 0.0120590237 0.0027246200
11.9800000000 0.0119397122 0.0031642608
11.9900000000 0.0119131364 0.0027638729
12.0000000000 0.0121915579 0.0029930586
12.0100000000 0.0115734592 0.0025254537
12.0200000000 0.0119858492 0.0012648751
12.0300000000 0.0121822109 0.0005118636
12.0400000000 0.0128705570 0.0009313165
12.0500000000 0.0118201450 0.0013705190
12.0600000000 0.0107230978 0.0004019846
12.0700000000 0.0107144258 0.0006005692
12.0800000000 0.0110040107 0.0009107086
12.0900000000 0.0101029874 0.0012959032
12.1000000000 0.0092280707 0.0016074345
12.1100000000 0.0098287082 0.0012159275
12.1200000000 0.0097995838 0.0015059652
12.1300000000 0.0093399541 0.0017410280
12.1400000000 0.0104575038 0.0032153609
12.1500000000 0.0095678848 0.0024760513
12.1600000000 0.0094745388 0.0026280129
12.1700000000 0.0086957337 0.0033575574
12.1800000000 0.0085648876 0.0032309349
12.1900000000 0.0079989324 0.0023265844
12.2000000000 0.0074201398 0.0027597194
12.2100000000 0.0069992274 0.0034016804
12.2200000000 0.0068299383 0.0025875195
12.2300000000 0.0063583368 0.0025644488
12.2400000000 0.0060568470 0.0029861861
12.2500000000 0.0059988477 0.0018084841
12.2600000000 0.0055396864 0.0024150814
12.2700000000 0.0060010815 0.0023481315
12.2800000000 0.0055409978 0.0025398355
12.2900000000 0.0057260993 0.0032398613
12.3000000000 0.0059801477 0.0030608532
12.3100000000 0.0058466513 0.0019179664
12.3200000000 0.0061262653 0.0024473487
12.3300000000 0.0067816661 0.0028938705
12.3400000000 0.0058478304 0.0026933025
12.3500000000 0.0057773961 0.0033520944
12.3600000000 0.0059636895 0.0043758698
12.3700000000 0.0048763903 0.0050017109
12.3800000000 0.0052376005 0.0047488267
12.3900000000 0.0063608512 0.0041055256
12.4000000000 0.0056919802 0.0032302492
12.4100000000 0.0049474752 0.0029317784
12.4200000000 0.0044859924 0.0032517449
12.4300000000 0.0048453975 0.0029881670
12.4400000000 0.0057880324 0.0034483139
12.4500000000 0.0050645173 0.0035630088
12.4600000000 0.0039983131 0.0046099188
12.4700000000 0.0037321888 0.0044143627
12.4800000000 0.0040689053 0.0042557509
12.4900000000 0.0034180715 0.0033819827
12.5000000000 0.0040939193 0.0040678294
12.5100000000 0.0040895681 0.0039998823
12.5200000000 0.0033039540 0.0033323485
12.5300000000 0.0050169379 0.0025873463
12.5400000000 0.0055195973 0.0035888821
12.5500000000 0.0048448958 0.0038758967
12.5600000000 0.0035075892 0.0044656127
12.5700000000 0.0022979621 0.0045887509
12.5800000000 0.0016470409 0.0049960085
12.5900000000 0.0019981645 0.0045090679
12.6000000000 0.0017282441 0.0040978628
12.6100000000 0.0023408802 0.0041664277
12.6200000000 0.0025990594 0.0035388882
12.6300000000 0.0031676466 0.0042803212
12.6400000000 0.0020156107 0.0033419995
12.6500000000 0.0017060325 0.0040687783
12.6600000000 0.0025022204 0.0041404751
12.6700000000 0.0024606388 0.0045747026
12.6800000000 0.0035614512 0.0039408368
12.6900000000 0.0014020709 0.0021874865
