x y z
0.494148119 0.129751926 4
0.445104981 0.121479412 4
0.378677198 0.092554545 4
0.390048005 0.112090004 4
0.500382495 0.15224658 4
0.437284989 0.130708656 4
0.349190968 0.102959981 4
0.338464891 0.10877555 4
0.456245528 0.137340736 4
0.433852465 0.131638961 4
0.345035908 0.09085084 4
0.337527482 0.11435262 4
0.496563668 0.175709548 4
0.428911134 0.146425617 4
0.362681981 0.122211765 4
0.340779959 0.111207446 4
0.471999939 0.149065682 4
0.424688702 0.133349765 4
0.356974647 0.115663489 4
0.302046468 0.086744018 4
0.452555844 0.142509323 4
0.414685753 0.122394002 4
0.354277671 0.094808698 4
0.342724831 0.113548495 4
0.490352569 0.160436387 4
0.463877527 0.15211194 4
0.390452633 0.1289467 4
0.349429971 0.117723483 4
0.482000081 0.174972937 4
0.416665132 0.115031723 4
0.339157097 0.099205183 4
0.318290888 0.103240741 4
0.482431533 0.140480623 4
0.248536286 0.078647783 4
0.204855051 0.059231939 4
0.356915782 0.097524125 4
0.288461902 0.094875416 4
0.145915393 0.040930585 4
0.155293986 0.034757933 4
0.356443095 0.117739999 4
0.343136305 0.096393761 4
0.255269956 0.072461974 4
0.211730564 0.060706008 4
0.395192826 0.116662845 4
0.336019221 0.109754781 4
0.232994748 0.086533825 4
0.192258122 0.062938151 4
0.392047324 0.132185272 4
0.321897462 0.147558718 4
0.190962185 0.10821522 4
0.178251462 0.067821414 4
0.354720269 0.116828542 4
0.306232987 0.103739741 4
0.213075749 0.076039958 4
0.195529712 0.059689819 4
0.389499826 0.137999703 4
0.33204231 0.105837601 4
0.222539944 0.059688544 4
0.232680057 0.059074814 4
0.420787501 0.130866451 4
0.341031421 0.140653323 4
0.237072473 0.083966697 4
0.226401557 0.103098886 4
0.38634363 0.142092221 4
0.3282328 0.123775919 4
0.194832997 0.077938302 4
0.172982926 0.061830146 4
0.357860857 0.134542402 4
0.315380452 0.112420657 4
0.199741056 0.070117168 4
0.19889026 0.077496054 4
0.401176895 0.13782109 4
0.328797837 0.124514924 4
0.220075442 0.0943431 4
0.19210765 0.071237486 4
0.378645007 0.123781148 4
0.359528854 0.129485945 4
0.240243406 0.079899135 4
0.188231454 0.057734363 4
0.370206658 0.098590479 4
0.299886379 0.084280587 4
0.199486268 0.041201831 4
0.193803876 0.067549561 4
0.363922505 0.123280793 4
0.332899109 0.118660774 4
0.213300648 0.100553379 4
0.190208365 0.069273576 4
0.362244119 0.105386021 4
0.311702306 0.113371289 4
0.185029245 0.054029176 4
0.171349721 0.078307781 4
0.354629915 0.135065384 4
0.299553351 0.116357579 4
0.196424429 0.073943706 4
0.173319437 0.064814531 4
0.344338647 0.140211966 4
0.320681442 0.111723626 4
0.241346147 0.079102888 4
0.21934311 0.052422733 4
0.37419232 0.108155449 4
0.34042596 0.097324105 4
0.20616885 0.051437304 4
0.148546269 0.053045781 4
0.377514965 0.117628584 4
0.366789412 0.118548747 4
0.253816826 0.088620599 4
0.189859039 0.06218043 4
0.370873271 0.126793711 4
0.292268442 0.08761711 4
0.17566254 0.070943283 4
0.160079591 0.073318132 4
0.346650588 0.124379057 4
0.020498811 0.02701981 4
0.052654886 0.03593327 4
0.282407444 0.108963889 4
0.174665396 0.079160961 4
0.035265266 0.047800213 4
0.063783279 0.056411599 4
0.288652989 0.095787996 4
0.229995607 0.065397473 4
0.084576337 0.027070159 4
0.084956375 0.052315251 4
0.284427003 0.075647658 4
0.223384981 0.058767381 4
0.08296522 0.02536961 4
0.022724459 0.014668235 4
0.240251494 0.095905743 4
0.225494155 0.146387064 4
0.076044443 0.075037248 4
0 0.011669568 4
0.22167995 0.090086372 4
0.200623023 0.076640546 4
0.098146924 0.041947983 4
0.047734745 0.029182349 4
0.260517554 0.107114748 4
0.164485641 0.081471554 4
0.038880085 0.054086596 4
0.015748747 0.015554663 4
0.269769061 0.081874994 4
0.222451875 0.104674604 4
0.098954107 0.058754089 4
0.042073864 0.071456471 4
0.255031005 0.139688123 4
0.218084991 0.125718244 4
0.052751534 0.076135292 4
0.018735918 0.065739982 4
0.279444076 0.138901895 4
0.267895293 0.094639035 4
0.132592344 0.044377479 4
0.083682061 0.058711833 4
0.296192655 0.124949643 4
0.21855159 0.102278399 4
0.063213303 0.043471723 4
0.012138067 0.020983439 4
0.24727967 0.087266665 4
0.227556224 0.085113633 4
0.123100598 0.053261344 4
0.090534556 0.054600974 4
0.295568915 0.099846746 4
0.268344706 0.067042062 4
0.164470276 0.054075933 4
0.127488208 0.049790114 4
0.298689428 0.096066453 4
0.181960385 0.074046753 4
0.052251712 0.060099032 4
0.026270956 0.03406517 4
0.257226348 0.089045308 4
0.183121681 0.064743913 4
0.026718587 0 4
0.023954331 0.032945307 4
0.243881788 0.119226404 4
0.247366458 0.101625942 4
0.143765832 0.046783112 4
0.07729033 0.038612412 4
0.288531584 0.11948414 4
0.211736023 0.104071055 4
0.058310481 0.051249897 4
0.07565184 0.02372032 4
0.305335431 0.119659512 4
0.244552124 0.09312691 4
0.125846589 0.048180787 4
0.10529683 0.050863734 4
0.294379434 0.117166322 4
0.21795548 0.086385457 4
0.122129654 0.068277351 4
0.095727339 0.049668267 4
0.27034658 0.102630198 4
0.187948629 0.074223661 4
0.083185242 0.043868159 4
0.096728366 0.066498859 4
0.28836885 0.107407321 4
