x z1 z2 p1 p2 r1 r2
5.3000000000 -0.0527703582 -0.0423696028 -1.0726878880 -0.1073203240 -0.3464356969 -0.3721853708
5.3100000000 -0.0026159019 -0.0163577671 -1.0283417479 -0.0894382779 -0.2796512976 -0.2945935654
5.3200000000 0.0583095927 0.0165565670 -0.9421401307 -0.0550699268 -0.2530294930 -0.2618637676
5.3300000000 0.1132805276 0.0449361306 -0.8516072476 -0.0220545520 -0.1812371122 -0.1889438036
5.3400000000 0.1650329305 0.0732499704 -0.7858246057 0.0036523849 -0.0013177671 -0.0204603016
5.3500000000 0.2449520241 0.1186152903 -0.7231513835 0.0296424736 0.1771749501 0.1340453182
5.3600000000 0.3261914335 0.1627534933 -0.6322367811 0.0676153496 0.3504621704 0.2723444737
5.3700000000 0.3894761060 0.1962893132 -0.5312499377 0.1065773246 0.6038926656 0.4761626896
5.3800000000 0.4337356388 0.2198274858 -0.4855983371 0.1256987693 0.8779012721 0.6836826477
5.3900000000 0.4562024196 0.2324705752 -0.4670725276 0.1384969224 1.1113634503 0.8379101415
5.4000000000 0.4475183930 0.2284444312 -0.4646633645 0.1464566623 1.3366506007 0.9723505559
5.4100000000 0.4279001672 0.2208321278 -0.4890077510 0.1453905573 1.5096449867 1.0462955878
5.4200000000 0.3943611875 0.2044535581 -0.5372985724 0.1355275794 1.6018854810 1.0373441986
5.4300000000 0.3449421519 0.1791442231 -0.5711701695 0.1307653938 1.5920571578 0.9305933101
5.4400000000 0.3301169591 0.1734411430 -0.6072741016 0.1205783796 1.4951914273 0.7478811688
5.4500000000 0.3346640863 0.1733561990 -0.6367151364 0.1113693376 1.4247389476 0.6027522003
5.4600000000 0.3477700885 0.1742750069 -0.6172897028 0.1152494782 1.3202067458 0.4350274975
5.4700000000 0.3822184202 0.1836090912 -0.6143138912 0.1074083991 1.2151449990 0.2813837504
5.4800000000 0.4264159106 0.1949505474 -0.6595000281 0.0813883594 1.1677826005 0.1945814077
5.4900000000 0.4527373728 0.1929087550 -0.6742634329 0.0681739691 1.0869948413 0.0853834031
5.5000000000 0.4598937143 0.1807595950 -0.6277335712 0.0730920984 1.0244055654 0.0046205942
5.5100000000 0.4696549422 0.1716661145 -0.5931119566 0.0688415962 1.0375714134 0.0044833758
5.5200000000 0.4835734133 0.1656593656 -0.6140512270 0.0447227696 1.0581690138 0.0142963814
5.5300000000 0.5006418640 0.1616176286 -0.6625189579 0.0145476497 1.0152120601 -0.0338720201
5.5400000000 0.5349544168 0.1681655094 -0.7164850104 -0.0154985779 0.9346821138 -0.1122845957
5.5500000000 0.5888360941 0.1850263707 -0.7564991321 -0.0390735824 0.8623694413 -0.1762615582
5.5600000000 0.6157921728 0.1845677775 -0.7017336360 -0.0288690698 0.8052462277 -0.2206385019
5.5700000000 0.6201867408 0.1744485102 -0.5861091377 -0.0038779418 0.8406229610 -0.1727723355
5.5800000000 0.6272487235 0.1688349970 -0.4430668475 0.0291701197 0.9612564762 -0.0471727352
5.5900000000 0.6252569501 0.1597431711 -0.2682588646 0.0720970357 1.0811292765 0.0700729746
5.6000000000 0.6015849026 0.1397498161 -0.1441803410 0.0977196679 1.1952088398 0.1737913716
5.6100000000 0.5736987521 0.1206519245 -0.0874398743 0.1062632623 1.2964199572 0.2574454632
5.6200000000 0.5677686505 0.1157586384 -0.1002831367 0.0973169465 1.3608013979 0.2989168495
5.6300000000 0.5719706310 0.1156508035 -0.1628433479 0.0791834515 1.4073663104 0.3191481032
5.6400000000 0.5816833125 0.1182026019 -0.2247201696 0.0662895316 1.4336444246 0.3164202107
5.6500000000 0.5899208506 0.1192113004 -0.2410531095 0.0710423220 1.3723121575 0.2286765759
5.6600000000 0.5798281722 0.1100271022 -0.2186230863 0.0855556431 1.2793476415 0.1155550636
5.6700000000 0.5769434569 0.1077130932 -0.2200647703 0.0880997024 1.2679545906 0.0860923324
5.6800000000 0.5999858307 0.1208212822 -0.2366363662 0.0859444050 1.3256694837 0.1233607645
5.6900000000 0.6201474420 0.1307163881 -0.2672241153 0.0783919964 1.4810892683 0.2517596162
5.7000000000 0.6384239840 0.1404252675 -0.3469426889 0.0538180589 1.6628049957 0.3960784196
5.7100000000 0.6635343748 0.1545787004 -0.4336348960 0.0295470234 1.7624632201 0.4537920786
5.7200000000 0.6857974075 0.1675363747 -0.5263925377 0.0015567188 1.8096991196 0.4577041964
5.7300000000 0.7259619623 0.1922565481 -0.6045638069 -0.0209023665 1.8147632018 0.4207963109
5.7400000000 0.7764349626 0.2218009540 -0.6272799447 -0.0271551007 1.8056245316 0.3725216432
5.7500000000 0.8308461111 0.2538217297 -0.6261806567 -0.0297017824 1.8209946758 0.3506017938
5.7600000000 0.8911760714 0.2889051124 -0.6101623509 -0.0298374396 1.8266751869 0.3208404050
5.7700000000 0.9420234919 0.3186508796 -0.6330144320 -0.0461758868 1.8388822053 0.3003711125
5.7800000000 0.9670528950 0.3341517014 -0.6880842107 -0.0702600470 1.8113860963 0.2434594884
5.7900000000 0.9730297922 0.3416190146 -0.7205276262 -0.0842012135 1.7550447903 0.1647676023
5.8000000000 0.9689919124 0.3450433779 -0.7239530265 -0.0879234796 1.7411953014 0.1320593885
5.8100000000 0.9355894888 0.3322834335 -0.7001799056 -0.0834330579 1.7858737930 0.1587416578
5.8200000000 0.8875164234 0.3131825010 -0.6335933779 -0.0643227676 1.8884576405 0.2396716675
5.8300000000 0.8516716971 0.3016233505 -0.5937897707 -0.0578856649 2.0507869352 0.3738792004
5.8400000000 0.8392179480 0.3016355753 -0.5487507872 -0.0441363005 2.1816379804 0.4694638453
5.8500000000 0.8425368026 0.3065827135 -0.4767789180 -0.0216074733 2.2258716045 0.4778606369
5.8600000000 0.8355583712 0.3015006327 -0.4594162351 -0.0168396143 2.2503554160 0.4666241290
5.8700000000 0.8202501908 0.2903417439 -0.4713283890 -0.0176600356 2.3030298273 0.4829443599
5.8800000000 0.8236237577 0.2895068120 -0.4693464275 -0.0095638597 2.4162746838 0.5553356529
5.8900000000 0.8393118754 0.2931608193 -0.4577511620 0.0019258722 2.5633637628 0.6551859647
5.9000000000 0.8580470034 0.2968717452 -0.4633954350 0.0075277133 2.7352171361 0.7721748169
5.9100000000 0.8993538202 0.3128887746 -0.4461226016 0.0228444162 2.8393193396 0.8165014660
5.9200000000 0.9240324012 0.3162325724 -0.4277244655 0.0361108421 2.9047527189 0.8218902503
5.9300000000 0.9166766019 0.3028898914 -0.3839686723 0.0596889745 2.9571294969 0.8132003481
5.9400000000 0.8993639395 0.2865081322 -0.2900416725 0.0976878504 3.0048912745 0.8012281614
5.9500000000 0.8737386926 0.2677600133 -0.2177185543 0.1249020683 3.1102315651 0.8443652403
5.9600000000 0.8414606655 0.2465538627 -0.2002601597 0.1331643971 3.1636094053 0.8351709362
5.9700000000 0.8177576420 0.2319858071 -0.2324001394 0.1272894949 3.1949065313 0.8070427969
5.9800000000 0.8074020208 0.2245106887 -0.2816644647 0.1183364783 3.2358120377 0.7896378195
5.9900000000 0.8089784042 0.2233917435 -0.3189287184 0.1141211578 3.2762238683 0.7742413085
6.0000000000 0.8323317993 0.2338166681 -0.3274757781 0.1177934681 3.3198693282 0.7633345526
6.0100000000 0.8437917191 0.2351547919 -0.2898622142 0.1340978259 3.3153493285 0.7085462670
6.0200000000 0.8471786293 0.2337022696 -0.2363203338 0.1501765333 3.2673181457 0.6170253409
6.0300000000 0.8466956218 0.2308947277 -0.1493332801 0.1762329398 3.1636385713 0.4794851244
6.0400000000 0.8072037729 0.2069915396 -0.0607566680 0.1975656789 3.0357225523 0.3293200816
6.0500000000 0.7627194559 0.1852154567 -0.0223894412 0.2013005509 2.9231737437 0.2046926850
6.0600000000 0.7296383913 0.1714651999 -0.0046729719 0.1997100117 2.8398996239 0.1177199121
6.0700000000 0.7040825631 0.1628009704 0.0034761640 0.1962831287 2.8349337910 0.1127601760
6.0800000000 0.6861883997 0.1576769930 0.0738655208 0.2159742672 2.8794398373 0.1564805696
6.0900000000 0.6675352630 0.1517970274 0.1583780511 0.2343237130 2.9106780917 0.1864268837
6.1000000000 0.6448367317 0.1432820097 0.1836956752 0.2309451086 2.9329479758 0.2069927458
6.1100000000 0.6184139370 0.1334220687 0.2001129154 0.2269636907 2.9354568581 0.2076730147
6.1200000000 0.6147632151 0.1378228029 0.2266149442 0.2269282222 2.9054877620 0.1774656819
6.1300000000 0.6480030983 0.1624487666 0.1847378174 0.2006091985 2.9030686281 0.1753038758
6.1400000000 0.6856049359 0.1862819728 0.1574841539 0.1855075523 3.0170918651 0.2835027793
6.1500000000 0.6970650745 0.1943995547 0.1327542818 0.1662236936 3.1728288932 0.4230011156
6.1600000000 0.6904478760 0.1945711320 0.0538496113 0.1294569028 3.3319092221 0.5566983216
6.1700000000 0.6887015785 0.2006461735 0.0169745760 0.1084266373 3.4954714084 0.6842953494
6.1800000000 0.7064143438 0.2190983405 0.0301013835 0.1022440837 3.5739716634 0.7212634745
6.1900000000 0.7194858185 0.2335479092 0.0878424426 0.1076720811 3.6203041286 0.7240767825
6.2000000000 0.7204352290 0.2416777414 0.1201500411 0.0997815286 3.6989283068 0.7552918534
6.2100000000 0.7235433021 0.2519539302 0.1199357933 0.0830577563 3.7083337030 0.7167114923
6.2200000000 0.7146166197 0.2550850963 0.1208965948 0.0690294607 3.6550377505 0.6207933511
6.2300000000 0.6976928724 0.2547112181 0.1107072795 0.0529098382 3.6047352957 0.5328083341
6.2400000000 0.6663695506 0.2458036927 0.0913753519 0.0354661755 3.6081004079 0.5018857059
6.2500000000 0.6153057625 0.2264950595 0.0717512911 0.0199490488 3.6891945220 0.5468633153
6.2600000000 0.5587658103 0.2047589709 0.0297306257 -0.0027748440 3.7138385466 0.5357692184
6.2700000000 0.5009731658 0.1821144681 0.0099697437 -0.0137520352 3.7298300922 0.5193162451
6.2800000000 0.4480013707 0.1611797150 0.0058188744 -0.0210369102 3.8155383165 0.5704158875
6.2900000000 0.3923739642 0.1365968006 -0.0293962501 -0.0380670041 3.8838337722 0.6025465086
6.3000000000 0.3266858968 0.1047007400 -0.0230048724 -0.0371850315 3.9057193413 0.5895891447
6.3100000000 0.2718882932 0.0787928039 0.0719562893 -0.0059581196 3.9292681686 0.5799980671
6.3200000000 0.2274353512 0.0565042610 0.2333040669 0.0446497865 3.8908482308 0.5119705970
6.3300000000 0.1810475831 0.0313135840 0.3674277200 0.0821103234 3.7525327061 0.3546495524
6.3400000000 0.1499391474 0.0142957788 0.4018638407 0.0881488066 3.6088242171 0.2030420582
6.3500000000 0.1603632580 0.0201807743 0.3803658135 0.0838253304 3.4781968676 0.0742864329
6.3600000000 0.2034998737 0.0412323001 0.3876621957 0.0964995992 3.3330656448 -0.0587160212
6.3700000000 0.2553871489 0.0646419916 0.4038129913 0.1116850697 3.1152255741 -0.2510319984
6.3800000000 0.3006586753 0.0834501862 0.3582734468 0.1049835841 2.8474579243 -0.4762952622
6.3900000000 0.3275193215 0.0934393291 0.2703313893 0.0869061583 2.6260927561 -0.6413482523
6.4000000000 0.3313085934 0.0934504648 0.1660697094 0.0646169815 2.4692306703 -0.7328840397
6.4100000000 0.3283085893 0.0943900571 0.0436290965 0.0358661394 2.4301141812 -0.7043391660
6.4200000000 0.3216790701 0.0959132192 -0.0779147078 0.0065193073 2.3986409232 -0.6700295733
6.4300000000 0.2999972218 0.0910665037 -0.1987026494 -0.0254809245 2.3013255891 -0.6984414913
6.4400000000 0.2850351782 0.0928317091 -0.2991536186 -0.0525745021 2.2322308849 -0.6982366465
6.4500000000 0.2849195480 0.1034906837 -0.3550899212 -0.0682123415 2.1531071615 -0.7084184638
6.4600000000 0.2595203729 0.0979282954 -0.3870977515 -0.0805576931 2.0706617972 -0.7215850874
6.4700000000 0.2103733332 0.0808456282 -0.3687164941 -0.0777870633 2.0243262559 -0.7010863973
6.4800000000 0.1595681096 0.0643615569 -0.3521493178 -0.0813736499 1.9873488449 -0.6746410956
6.4900000000 0.1162014573 0.0529201264 -0.3951843246 -0.1051203839 2.0189094653 -0.5859166971
6.5000000000 0.0831634653 0.0460020932 -0.4282607973 -0.1209370699 2.1346453134 -0.4253256612
6.5100000000 0.0703883760 0.0495516687 -0.4465395127 -0.1312301230 2.2085158955 -0.3171479106
6.5200000000 0.0540697388 0.0471455563 -0.4599002184 -0.1386933267 2.1909857448 -0.3047689521
6.5300000000 0.0111571919 0.0287051135 -0.4319762903 -0.1307607653 2.1773732181 -0.2916096080
6.5400000000 -0.0236384159 0.0163476218 -0.3280666758 -0.0965966123 2.1888927188 -0.2584750391
6.5500000000 -0.0501981294 0.0077626541 -0.2189265315 -0.0650410053 2.2380294109 -0.1932703793
6.5600000000 -0.0797799327 -0.0035393353 -0.1543428600 -0.0466145084 2.3262684268 -0.0973214506
6.5700000000 -0.1191773703 -0.0213231617 -0.1015281961 -0.0277224252 2.4112718457 -0.0117388315
6.5800000000 -0.1744128172 -0.0479154260 -0.0774333104 -0.0152547795 2.4782896617 0.0498644149
6.5900000000 -0.2110501530 -0.0620548668 -0.1083627063 -0.0181973924 2.5014192909 0.0648228421
6.6000000000 -0.2424865772 -0.0755463099 -0.1849805625 -0.0318576254 2.4970720466 0.0519539016
6.6100000000 -0.2843229422 -0.0953266731 -0.2819205686 -0.0489689185 2.5265792569 0.0717874854
6.6200000000 -0.3429672014 -0.1254252437 -0.3527465354 -0.0547655037 2.6179835239 0.1488405275
6.6300000000 -0.4033086002 -0.1541535240 -0.3995140507 -0.0553465039 2.7235528840 0.2345506109
6.6400000000 -0.4317376736 -0.1642103679 -0.4204142683 -0.0488122492 2.7650302821 0.2541462368
6.6500000000 -0.4428389534 -0.1664769471 -0.4706348601 -0.0578807527 2.8126276907 0.2796780525
6.6600000000 -0.4738145541 -0.1827844658 -0.5293186709 -0.0673403937 2.8289666983 0.2731455238
6.6700000000 -0.4958699752 -0.1913859380 -0.4900912573 -0.0436557611 2.8086288159 0.2341490452
6.6800000000 -0.5098649467 -0.1965953819 -0.3946042824 -0.0069240231 2.8344836268 0.2417686988
6.6900000000 -0.5479543433 -0.2150357601 -0.2560334711 0.0411212357 2.8572562028 0.2471296186
6.7000000000 -0.5748682918 -0.2243692804 -0.0789688803 0.0990663879 2.7815910502 0.1592841041
6.7100000000 -0.6076507276 -0.2374467522 0.1162472978 0.1621337902 2.6474650177 0.0237906946
6.7200000000 -0.6489996194 -0.2535945676 0.2921317236 0.2176633515 2.5243532739 -0.0919421697
6.7300000000 -0.6713299675 -0.2575137735 0.4104661251 0.2560015175 2.3709336973 -0.2273637370
6.7400000000 -0.6962839585 -0.2640372099 0.5065704225 0.2919374891 2.2587180703 -0.3127492952
6.7500000000 -0.7274785509 -0.2734576058 0.5659437630 0.3167802448 2.2110258941 -0.3298652042
6.7600000000 -0.7409427561 -0.2717080933 0.5488025265 0.3173570785 2.1151710496 -0.3901276551
6.7700000000 -0.7445704545 -0.2654007143 0.4413217499 0.2891829367 1.9473337374 -0.5127887408
6.7800000000 -0.7471303037 -0.2589801464 0.3304496365 0.2650618751 1.8174044235 -0.5900632455
6.7900000000 -0.7646281687 -0.2618287317 0.2716525952 0.2553984067 1.7207468027 -0.6303895253
6.8000000000 -0.7970973201 -0.2714933626 0.1638311686 0.2205586494 1.5825201351 -0.7066976100
6.8100000000 -0.8297400815 -0.2797875457 0.0150551093 0.1700345415 1.4616236428 -0.7606142225
6.8200000000 -0.8580588753 -0.2847737425 -0.0952307049 0.1305901682 1.3600562894 -0.7931212990
6.8300000000 -0.8779066690 -0.2852869229 -0.1946802279 0.0879342359 1.3063670557 -0.7773339474
6.8400000000 -0.8939941355 -0.2846528846 -0.3189886983 0.0317957456 1.3489272917 -0.6719099220
6.8500000000 -0.9164753551 -0.2889173118 -0.3972258494 -0.0094001280 1.3834304381 -0.5819220719
6.8600000000 -0.9250139787 -0.2845969580 -0.3841184925 -0.0241022839 1.2671595892 -0.6424863559
6.8700000000 -0.9074409005 -0.2669923001 -0.3735403280 -0.0478245847 1.1168977187 -0.7317899701
6.8800000000 -0.8764162524 -0.2440626417 -0.3754026844 -0.0754227539 1.1038406409 -0.6875518259
6.8900000000 -0.8643632569 -0.2349460237 -0.3751426126 -0.1019835863 1.1392142897 -0.6023234718
6.9000000000 -0.8722080502 -0.2358621702 -0.3261279856 -0.1072442567 1.1842023717 -0.5144608811
6.9100000000 -0.8826246917 -0.2370527516 -0.2576885354 -0.1081593461 1.2612421706 -0.4035667779
6.9200000000 -0.9009460589 -0.2420151382 -0.1971103663 -0.1075303551 1.3680796966 -0.2731782461
6.9300000000 -0.9045595753 -0.2376116021 -0.0948300220 -0.0892056374 1.4294061630 -0.1969023091
6.9400000000 -0.8873591858 -0.2227973432 0.0189977390 -0.0642216428 1.5307209842 -0.0882661174
6.9500000000 -0.8564733918 -0.2023669465 0.1413922972 -0.0324932070 1.6336630767 0.0111773781
6.9600000000 -0.8168077212 -0.1792367886 0.2906231134 0.0133356830 1.6842903546 0.0540108199
6.9700000000 -0.7845813605 -0.1622248109 0.4524955098 0.0662445524 1.7670015038 0.1222115470
6.9800000000 -0.7817489104 -0.1626667337 0.5823856146 0.1116378668 1.8103904541 0.1470898377
6.9900000000 -0.7916600290 -0.1678008177 0.7272803299 0.1692964180 1.8173782535 0.1349754732
7.0000000000 -0.7698886566 -0.1528719405 0.8685877314 0.2271157913 1.8533202849 0.1505389982
7.0100000000 -0.7437022421 -0.1385752330 0.9534903399 0.2689367015 1.8922725186 0.1672099778
7.0200000000 -0.7310794726 -0.1328849448 0.9911709961 0.2986830851 1.8593818170 0.1147432809
7.0300000000 -0.7103646679 -0.1225412761 0.9890268161 0.3185882869 1.7711738804 0.0138175928
7.0400000000 -0.7007281013 -0.1199475301 0.9559165233 0.3293725231 1.6544524290 -0.1071122113
7.0500000000 -0.7203877588 -0.1341281501 0.9218501059 0.3405334617 1.4904930271 -0.2640741348
7.0600000000 -0.7507129405 -0.1523430728 0.8774841463 0.3440542076 1.3547629841 -0.3819271860
7.0700000000 -0.7719204368 -0.1644648179 0.8084990669 0.3359952055 1.2571057098 -0.4547473175
7.0800000000 -0.7812060589 -0.1706718970 0.7351787271 0.3225389173 1.1537025081 -0.5257036966
7.0900000000 -0.7600883233 -0.1607045919 0.6552994135 0.3020794385 1.0820878045 -0.5596050215
7.1000000000 -0.7258884263 -0.1473833179 0.5335287820 0.2610941104 0.9924842263 -0.6067981046
7.1100000000 -0.7054851628 -0.1441580494 0.3707485312 0.2034374357 0.9128226556 -0.6390435879
7.1200000000 -0.6888050613 -0.1428215194 0.2163103127 0.1458747212 0.8972463199 -0.6073911242
7.1300000000 -0.6743574417 -0.1423114285 0.1256979929 0.1062482870 0.8892575385 -0.5697072099
7.1400000000 -0.6565741019 -0.1389625898 0.1328175184 0.0923156907 0.8638608676 -0.5503720269
7.1500000000 -0.6546890396 -0.1452092243 0.1770328047 0.0807597044 0.8320547556 -0.5383800723
7.1600000000 -0.6658142863 -0.1566726928 0.2406450887 0.0715564604 0.8371397923 -0.4924146509
7.1700000000 -0.6702306748 -0.1628614530 0.3264212978 0.0671938378 0.8757086572 -0.4187520150
7.1800000000 -0.6514580241 -0.1547318418 0.4127015219 0.0629166077 0.8501986079 -0.4121063908
7.1900000000 -0.6285509219 -0.1467111480 0.4826678566 0.0543351168 0.7629548000 -0.4653852664
7.2000000000 -0.6369394590 -0.1572228089 0.5154612410 0.0366837327 0.7173265622 -0.4771684363
7.2100000000 -0.6225818081 -0.1511069188 0.4974652441 0.0064133427 0.7016179240 -0.4617179110
7.2200000000 -0.5902979270 -0.1365964527 0.4026749872 -0.0445008575 0.6782693043 -0.4555115527
7.2300000000 -0.5948589480 -0.1445156811 0.2416346289 -0.1106196437 0.6586184431 -0.4473563429
7.2400000000 -0.5961410670 -0.1469831087 0.1334766823 -0.1498559525 0.6262499079 -0.4529511280
7.2500000000 -0.5944244422 -0.1479993352 0.0877741327 -0.1697868544 0.4870097649 -0.5612067509
7.2600000000 -0.6053627602 -0.1553117207 0.0358818277 -0.1936434391 0.3139775939 -0.6943251503
7.2700000000 -0.6317318461 -0.1712689428 -0.0065010743 -0.2131988202 0.2375827205 -0.7281810637
7.2800000000 -0.6799298302 -0.1979679133 -0.0322131800 -0.2254330579 0.1620612970 -0.7596887134
7.2900000000 -0.6980750393 -0.2046543569 -0.0572133718 -0.2362631655 0.0694364141 -0.8045826624
7.3000000000 -0.6958172360 -0.2024805132 -0.0535309148 -0.2334346892 -0.0191660854 -0.8429468740
7.3100000000 -0.6938864280 -0.2022497842 -0.0644332533 -0.2361279742 -0.1189410481 -0.8890122844
7.3200000000 -0.6538474815 -0.1805267983 -0.0898817571 -0.2381265841 -0.2339713264 -0.9466302746
7.3300000000 -0.6181386677 -0.1658095243 -0.1081152841 -0.2351844039 -0.3653698406 -1.0157425562
7.3400000000 -0.6102841721 -0.1665950476 -0.1775328711 -0.2471015468 -0.4714853174 -1.0561754659
7.3500000000 -0.6003690210 -0.1641138874 -0.2704479690 -0.2614829212 -0.5241541321 -1.0430710137
7.3600000000 -0.5967082010 -0.1642620818 -0.3632150268 -0.2723423672 -0.5509288219 -1.0063012899
7.3700000000 -0.6143578102 -0.1757998826 -0.4182576222 -0.2674075517 -0.5273825908 -0.9235924147
7.3800000000 -0.6194571199 -0.1769439606 -0.4276487247 -0.2485020030 -0.4425683178 -0.7886887296
7.3900000000 -0.6089292191 -0.1702453577 -0.4307002766 -0.2295351501 -0.3524736996 -0.6580160619
7.4000000000 -0.6055577652 -0.1685243146 -0.4058136021 -0.2004974327 -0.2426017556 -0.5177721664
7.4100000000 -0.6075381411 -0.1702705993 -0.3261513595 -0.1532826135 -0.1338688761 -0.3894857098
7.4200000000 -0.5882367264 -0.1585427068 -0.2840538124 -0.1232423346 -0.0261440521 -0.2717787785
7.4300000000 -0.5632959629 -0.1463671498 -0.3222704102 -0.1176532185 0.0510988320 -0.1931796076
7.4400000000 -0.5535092574 -0.1431521306 -0.3669532173 -0.1087962128 0.0574814599 -0.1886225919
7.4500000000 -0.5537598565 -0.1456087748 -0.3488888749 -0.0759431932 0.0588298461 -0.1908799240
7.4600000000 -0.5429281083 -0.1396812672 -0.3105595569 -0.0414818612 0.0846463085 -0.1714503690
7.4700000000 -0.5077887102 -0.1208881791 -0.3154037451 -0.0243161920 0.0613028697 -0.2014210118
7.4800000000 -0.4693807084 -0.1020767198 -0.3417040723 -0.0141012101 -0.0214224099 -0.2859294727
7.4900000000 -0.4382449726 -0.0887316567 -0.3459994957 0.0043930268 -0.0891053998 -0.3508592873
7.5000000000 -0.4059257441 -0.0739772475 -0.3160446795 0.0315048996 -0.1256955370 -0.3818191976
7.5100000000 -0.3596188344 -0.0512102500 -0.3216848160 0.0411080545 -0.0965276802 -0.3471319750
7.5200000000 -0.3194136732 -0.0331913804 -0.3426987745 0.0460190453 -0.0531684095 -0.3006794150
7.5300000000 -0.2918183078 -0.0220416233 -0.3529658133 0.0522673573 -0.0351770797 -0.2795249321
7.5400000000 -0.2751534209 -0.0164396125 -0.3948751534 0.0447437822 -0.0817193702 -0.3206675388
7.5500000000 -0.2468001134 -0.0023274079 -0.4308110555 0.0390843845 -0.1556747237 -0.3833979308
7.5600000000 -0.2057443513 0.0177485488 -0.4271790492 0.0442156784 -0.2007835161 -0.4145751028
7.5700000000 -0.1853829067 0.0242688705 -0.4046910881 0.0510565104 -0.2334842360 -0.4306921758
7.5800000000 -0.1763539278 0.0252937480 -0.4086983077 0.0442947964 -0.2137481111 -0.3950203047
7.5900000000 -0.1691971086 0.0256025558 -0.4288603320 0.0320516836 -0.2115297489 -0.3778707594
7.6000000000 -0.1649204285 0.0243039507 -0.4329194324 0.0246448267 -0.1995438397 -0.3509605796
7.6100000000 -0.1662841606 0.0190718583 -0.4147005318 0.0234967597 -0.1305289981 -0.2717037565
7.6200000000 -0.1777520349 0.0077039870 -0.3609238079 0.0324603820 -0.0569920210 -0.1929327942
7.6300000000 -0.1752542336 0.0048167431 -0.2546505918 0.0574488634 -0.0072493682 -0.1419837845
7.6400000000 -0.1464134830 0.0152963453 -0.1287170002 0.0851930849 -0.0345614061 -0.1680791638
7.6500000000 -0.0938555676 0.0366967131 -0.0355296564 0.1007333332 -0.1256844402 -0.2534086591
7.6600000000 -0.0540865561 0.0466966934 0.0266049718 0.1083289114 -0.1729415936 -0.2919529777
7.6700000000 -0.0527274495 0.0347271014 0.0752722406 0.1149232486 -0.1804105561 -0.2912331129
7.6800000000 -0.0520745698 0.0257528389 0.1248459473 0.1244723677 -0.1932605549 -0.2954712516
7.6900000000 -0.0433448367 0.0222076183 0.1713773867 0.1340748540 -0.1827188572 -0.2771481950
7.7000000000 -0.0111598983 0.0330056715 0.1833938402 0.1321420444 -0.1682795735 -0.2565052133
7.7100000000 0.0131044514 0.0360246967 0.1912491539 0.1322018710 -0.1220484702 -0.2065226428
7.7200000000 0.0040478728 0.0208344612 0.2112136079 0.1362757471 -0.0211957292 -0.1082744432
7.7300000000 0.0197194003 0.0231467433 0.2588039161 0.1505231069 0.1264428160 0.0281873167
7.7400000000 0.0797590305 0.0503271168 0.3218453999 0.1669182289 0.2892268775 0.1695196802
7.7500000000 0.1466987065 0.0777891708 0.3613850406 0.1743813485 0.4610841582 0.3101743540
7.7600000000 0.1722975879 0.0798258932 0.3603825977 0.1677487212 0.6582257649 0.4645844465
7.7700000000 0.1770000284 0.0739289687 0.3398151719 0.1576656139 0.8885692228 0.6397514530
7.7800000000 0.1792378850 0.0692390076 0.3426997185 0.1564868594 1.0662842943 0.7515249483
7.7900000000 0.1669350871 0.0580633397 0.3338994847 0.1490952727 1.1597271796 0.7754714516
7.8000000000 0.1518050474 0.0471659870 0.2780862158 0.1247007908 1.2486856558 0.7920310127
7.8100000000 0.1498878803 0.0448969717 0.2201432007 0.1020982854 1.3296533516 0.7987869095
7.8200000000 0.1678354425 0.0532191932 0.2020824040 0.0924973959 1.3696434803 0.7654649723
7.8300000000 0.1826951298 0.0573895586 0.1573596153 0.0692870845 1.3706637022 0.6974419306
7.8400000000 0.1855718345 0.0544251983 0.0599342970 0.0283362913 1.3121775647 0.5772923504
7.8500000000 0.2149962204 0.0681985976 -0.0678661311 -0.0216228006 1.1736942143 0.3900501298
7.8600000000 0.2684007680 0.0935880696 -0.1885410182 -0.0669491332 1.0567462281 0.2372230441
7.8700000000 0.3212789653 0.1169221502 -0.2798828778 -0.1036132395 1.0292483673 0.1810316751
7.8800000000 0.3744194652 0.1401030668 -0.3698486311 -0.1423598017 1.0428428474 0.1698748311
7.8900000000 0.4189192896 0.1585893165 -0.4116702597 -0.1641188721 1.0295633463 0.1366032141
7.9000000000 0.4673683820 0.1812390747 -0.4285370040 -0.1814892868 0.9223074643 0.0184837401
7.9100000000 0.5185714116 0.2057084109 -0.4620501387 -0.2046352235 0.8208423707 -0.0834652836
7.9200000000 0.5509986757 0.2197998549 -0.5170721105 -0.2341133866 0.8277239197 -0.0746381225
7.9300000000 0.5742284990 0.2306752830 -0.5682521391 -0.2574502638 0.8993922686 -0.0030953979
7.9400000000 0.5823017052 0.2336730682 -0.5616597053 -0.2583616425 0.9975698110 0.0904160297
7.9500000000 0.5656215788 0.2240018348 -0.5047651503 -0.2420051323 1.0688600796 0.1530741615
7.9600000000 0.5521570688 0.2185034964 -0.4512840863 -0.2279590891 1.1083169423 0.1818172425
7.9700000000 0.5615291582 0.2259266134 -0.4696740589 -0.2362378716 1.1446896016 0.2052332122
7.9800000000 0.5981582764 0.2467784539 -0.5527267588 -0.2590913370 1.1810951757 0.2262675427
7.9900000000 0.6428919505 0.2681967703 -0.6199461246 -0.2679102148 1.3038112438 0.3274944680
8.0000000000 0.6610352532 0.2716199980 -0.6259364525 -0.2529056916 1.4726162160 0.4638727429
