x z1 z2 p1 p2 r1 r2
2.6100000000 -0.1408730377 -0.1849066902 1.0521972364 -0.0107520728 -1.3222756086 -0.7253713173
2.6200000000 -0.1006812281 -0.1665536780 0.9715904549 -0.0389714887 -1.2398513744 -0.6201834674
2.6300000000 -0.0315147815 -0.1306719670 0.8853595850 -0.0709483792 -1.1482815995 -0.5134496301
2.6400000000 0.0276245568 -0.1040899942 0.7885563158 -0.1075212310 -1.0185667728 -0.3766436976
2.6500000000 0.0655058926 -0.0874383870 0.6808339705 -0.1479634669 -0.8261819492 -0.1904013065
2.6600000000 0.1341709443 -0.0508881912 0.5807120307 -0.1851571269 -0.6206201868 -0.0042355585
2.6700000000 0.2245603791 -0.0027357171 0.4924737870 -0.2188889671 -0.4001621448 0.1826558290
2.6800000000 0.3155046937 0.0440172848 0.4325951776 -0.2425948807 -0.0991680149 0.4329828472
2.6900000000 0.3450435765 0.0538681465 0.3459805417 -0.2784478893 0.2050795183 0.6672406377
2.7000000000 0.3423725838 0.0515540584 0.2631180500 -0.3083111635 0.4307246478 0.8105837482
2.7100000000 0.3434524533 0.0540524429 0.2646335024 -0.3081762378 0.6482429540 0.9347081000
2.7200000000 0.3213897314 0.0439145188 0.2697486075 -0.3102513175 0.7983231257 0.9842538926
2.7300000000 0.2694207359 0.0168264997 0.2662467973 -0.3128753840 0.7995205690 0.8875576487
2.7400000000 0.2190146189 -0.0073508393 0.2816179734 -0.3062834950 0.6550824132 0.6577555377
2.7500000000 0.2181782580 -0.0042224346 0.3294878170 -0.2852388096 0.4434031688 0.3788847408
2.7600000000 0.2441699722 0.0079953319 0.3865607627 -0.2605200246 0.2772162614 0.1623243914
2.7700000000 0.2929573000 0.0287343655 0.4246014982 -0.2391227881 0.1201430406 -0.0300780511
2.7800000000 0.3494555870 0.0484098307 0.4542046696 -0.2166798839 -0.0012290368 -0.1718185010
2.7900000000 0.3824202525 0.0520919528 0.4657309451 -0.1967421356 -0.0397609603 -0.2224236615
2.8000000000 0.3897184368 0.0413637465 0.4288164125 -0.1906215837 -0.0436616235 -0.2324562220
2.8100000000 0.3798709722 0.0231923527 0.3324148492 -0.2002575156 -0.0218096101 -0.2135285397
2.8200000000 0.3642970886 0.0035988454 0.2294563750 -0.2069951192 -0.0094418199 -0.2015322527
2.8300000000 0.3557096742 -0.0105510175 0.1854592391 -0.1917652847 -0.0076196802 -0.1975562457
2.8400000000 0.3521687190 -0.0225217446 0.1715528268 -0.1711761219 0.0084502485 -0.1784495196
2.8500000000 0.3538248563 -0.0316852556 0.1380154711 -0.1607058127 0.0128260964 -0.1707628539
2.8600000000 0.3752019336 -0.0300972130 0.0888980439 -0.1567155906 0.0069863177 -0.1723744146
2.8700000000 0.4210147933 -0.0156799835 0.0459342982 -0.1506655085 -0.0114437494 -0.1860833640
2.8800000000 0.4779424221 0.0029549918 0.0130793127 -0.1432481644 0.0421520756 -0.1298971260
2.8900000000 0.5304273375 0.0184282949 -0.0568991328 -0.1516336193 0.1924305202 0.0131510290
2.9000000000 0.5842293545 0.0358770572 -0.1347746132 -0.1615508931 0.3244120353 0.1289120294
2.9100000000 0.6125599057 0.0392471452 -0.1658717281 -0.1566610376 0.3925011741 0.1753443699
2.9200000000 0.6052628278 0.0260237373 -0.1900942859 -0.1544513395 0.4005945109 0.1602801355
2.9300000000 0.5945995541 0.0157951966 -0.1961574061 -0.1475546811 0.3950549613 0.1314862491
2.9400000000 0.5821425857 0.0067525329 -0.1787713959 -0.1362982095 0.3884859759 0.1016612041
2.9500000000 0.5721156979 0.0008743012 -0.1711733624 -0.1307693896 0.3756794766 0.0665481624
2.9600000000 0.5938525868 0.0141220625 -0.1454485001 -0.1191023944 0.3980308520 0.0663153772
2.9700000000 0.6418138220 0.0400062983 -0.0684329583 -0.0906936289 0.4515502004 0.0947928018
2.9800000000 0.6856979704 0.0609217849 0.0143523427 -0.0643983720 0.5417459961 0.1563472738
2.9900000000 0.7293289942 0.0818797259 0.0619167872 -0.0505183169 0.6483309404 0.2288909844
3.0000000000 0.7732412092 0.1030958285 0.1298688259 -0.0265487975 0.7403418079 0.2830962214
3.0100000000 0.8048593140 0.1179727580 0.2269185845 0.0067088705 0.8170331936 0.3188277582
3.0200000000 0.8363791034 0.1347246951 0.3165339764 0.0364035869 0.8972426079 0.3556688365
3.0300000000 0.8710039770 0.1540117970 0.4237891836 0.0734998306 1.0047236321 0.4156308012
3.0400000000 0.9187030239 0.1817217533 0.5071006856 0.1003204934 1.1085870222 0.4681436487
3.0500000000 0.9651877482 0.2072498252 0.5119774298 0.1018294267 1.1975272869 0.5031614196
3.0600000000 0.9870745718 0.2186873814 0.4354463827 0.0787893634 1.2433772645 0.4947909558
3.0700000000 1.0085874279 0.2319984055 0.3284637936 0.0509440793 1.2188294857 0.4202562695
3.0800000000 1.0143411354 0.2357465520 0.2460660030 0.0321619713 1.1887116179 0.3458570624
3.0900000000 0.9879224515 0.2222058181 0.1807310792 0.0160756194 1.2111986351 0.3266200388
3.1000000000 0.9563626622 0.2078700711 0.1189315674 -0.0031610600 1.2905094140 0.3636443508
3.1100000000 0.9447590266 0.2055369514 0.0875529829 -0.0142855264 1.4219132281 0.4489905205
3.1200000000 0.9506990934 0.2105986560 0.1252448690 -0.0056303129 1.5296272295 0.5071989890
3.1300000000 0.9534273763 0.2105574945 0.1489437322 -0.0093189137 1.5990245355 0.5267679945
3.1400000000 0.9655342834 0.2146971552 0.1987809217 -0.0021709115 1.6689553732 0.5461027246
3.1500000000 1.0081866099 0.2346444005 0.2618074361 0.0048229374 1.6845775355 0.5128195381
3.1600000000 1.0460210041 0.2476982744 0.2606895307 -0.0095039023 1.6616324139 0.4460171755
3.1700000000 1.0355467447 0.2318180150 0.2392755327 -0.0272503903 1.5959754573 0.3428369848
3.1800000000 1.0149112404 0.2143155165 0.2411757133 -0.0333144069 1.5625491814 0.2786128199
3.1900000000 1.0227874727 0.2149791594 0.2474117901 -0.0393236793 1.6245370398 0.3093463382
3.2000000000 1.0508797924 0.2259388757 0.2589203792 -0.0417433432 1.7144665398 0.3659819275
3.2100000000 1.0840636997 0.2377031384 0.2920411614 -0.0373197438 1.7967114753 0.4126591664
3.2200000000 1.1125875892 0.2459625802 0.2479972011 -0.0611792510 1.8410286156 0.4211891204
3.2300000000 1.1289355418 0.2473860565 0.2092225946 -0.0753504539 1.9109217982 0.4543685345
3.2400000000 1.1358059492 0.2451138323 0.1895012812 -0.0846155978 1.9970946897 0.5004910900
3.2500000000 1.1423705828 0.2443363358 0.1397094074 -0.1025734951 2.0612508875 0.5232368968
3.2600000000 1.1383041047 0.2382360305 0.1087020047 -0.1128049657 2.1189687259 0.5382191068
3.2700000000 1.1125502344 0.2210283939 0.1035776165 -0.1136392901 2.1747700363 0.5504126262
3.2800000000 1.0851092087 0.2056350464 0.1274880618 -0.1057237476 2.2424269730 0.5728751918
3.2900000000 1.0700710825 0.1982131379 0.1658340926 -0.0936970263 2.2723785714 0.5576286978
3.3000000000 1.0742519479 0.2017564861 0.2062957131 -0.0812795635 2.2591543106 0.5026138518
3.3100000000 1.1047392484 0.2188764568 0.2273993789 -0.0746826951 2.2948423000 0.4978075399
3.3200000000 1.1452355437 0.2393538327 0.2465993728 -0.0657511976 2.3996382559 0.5587904937
3.3300000000 1.1839314995 0.2577955518 0.2652645517 -0.0558441761 2.5012466980 0.6130123789
3.3400000000 1.2128827014 0.2708708310 0.2409094447 -0.0599723266 2.5653143907 0.6285895042
3.3500000000 1.2008753657 0.2612881075 0.2129924262 -0.0609693046 2.6738169593 0.6860530651
3.3600000000 1.1665171702 0.2440247415 0.2019514746 -0.0559975041 2.7847296442 0.7412723020
3.3700000000 1.1363506214 0.2322276655 0.1969245472 -0.0489487020 2.8064634909 0.7087028087
3.3800000000 1.1222650003 0.2314523051 0.2181318181 -0.0336495937 2.8045438716 0.6560005779
3.3900000000 1.1224089871 0.2373584137 0.1908057973 -0.0385603717 2.8433819050 0.6454092885
3.4000000000 1.1102305059 0.2346044709 0.1273658369 -0.0523024822 2.8700646724 0.6237285305
3.4100000000 1.0802736514 0.2216809047 0.0956211339 -0.0538411475 2.9072492545 0.6147051823
3.4200000000 1.0477606426 0.2088811760 0.0743290659 -0.0538543562 3.0130397494 0.6716703748
3.4300000000 1.0322997367 0.2064421509 0.0313825693 -0.0636966262 3.0746432124 0.6831985982
3.4400000000 1.0205554997 0.2044969907 -0.0099366097 -0.0721683947 3.0863474895 0.6479486721
3.4500000000 1.0132060919 0.2046846976 -0.0692265834 -0.0893261848 3.1891889292 0.7022784855
3.4600000000 0.9922393802 0.1953871046 -0.1075066938 -0.0969551724 3.3008850183 0.7608967382
3.4700000000 0.9655722415 0.1845856434 -0.0677510473 -0.0804291444 3.3696512221 0.7764363271
3.4800000000 0.9617630382 0.1873561215 -0.0329714051 -0.0713839077 3.4444520674 0.7965769502
3.4900000000 0.9801395840 0.2019120355 -0.0408582234 -0.0778244748 3.4212943611 0.7221428461
3.5000000000 0.9983902298 0.2137758900 -0.0824343356 -0.0938695391 3.3691653820 0.6261971927
3.5100000000 0.9889394747 0.2093259385 -0.1277323617 -0.1080918646 3.4319757722 0.6456348436
3.5200000000 0.9758521945 0.2055682154 -0.1522021213 -0.1144240368 3.4876959436 0.6567936617
3.5300000000 0.9574786797 0.1994896138 -0.1644379809 -0.1175257681 3.4571464595 0.5867609442
3.5400000000 0.9359295508 0.1933997034 -0.1557930514 -0.1139391187 3.3633742074 0.4615342581
3.5500000000 0.9149702718 0.1877854711 -0.1075895384 -0.0976056868 3.2852289987 0.3605539857
3.5600000000 0.8966944567 0.1845190145 -0.0128810920 -0.0668423352 3.3047455122 0.3593445799
3.5700000000 0.8716695558 0.1763691203 0.1047602116 -0.0305258149 3.2853502047 0.3215939720
3.5800000000 0.8369029458 0.1635747063 0.1847740111 -0.0083402040 3.2886767660 0.3104702005
3.5900000000 0.8097321058 0.1556075803 0.2556090783 0.0154588847 3.4066480109 0.4089357127
3.6000000000 0.7717067246 0.1405774676 0.3418405398 0.0462368694 3.4623679707 0.4421995575
3.6100000000 0.7329281981 0.1260988051 0.4046564989 0.0698883656 3.4732266489 0.4321143079
3.6200000000 0.7155854548 0.1239540288 0.4007892556 0.0716145226 3.5994723307 0.5322629417
3.6300000000 0.7251371349 0.1358408223 0.3644500070 0.0678471889 3.7408857514 0.6390407120
3.6400000000 0.7282604797 0.1405462765 0.3491190264 0.0730183420 3.7594228272 0.6222155399
3.6500000000 0.7154559957 0.1365112266 0.3722416896 0.0908182390 3.7013876323 0.5332126078
3.6600000000 0.7088183309 0.1372287620 0.3796837576 0.0975978804 3.6245795486 0.4311444711
3.6700000000 0.7252631292 0.1522343795 0.3350515062 0.0861071264 3.5825203497 0.3682153519
3.6800000000 0.7357803493 0.1615015128 0.2495174434 0.0603946042 3.5209187537 0.2899042714
3.6900000000 0.7157435311 0.1541366602 0.1737141108 0.0405679247 3.4428984248 0.2020584151
3.7000000000 0.6860181970 0.1438072643 0.1534439040 0.0368415847 3.3979116682 0.1512303600
3.7100000000 0.6269483251 0.1178032105 0.1346522705 0.0279634611 3.3862057687 0.1362738430
3.7200000000 0.5575153736 0.0895422138 0.1244082528 0.0198317838 3.4514690275 0.1962128945
3.7300000000 0.4977788076 0.0676948865 0.1381939048 0.0173301053 3.5609998204 0.2948238563
3.7400000000 0.4321375966 0.0417735039 0.1693765337 0.0186112583 3.6623609492 0.3799166642
3.7500000000 0.3840159295 0.0260364730 0.2024355705 0.0182767709 3.7007113844 0.3995006541
3.7600000000 0.3487141941 0.0149633371 0.1885380774 0.0006522864 3.6651178048 0.3475135341
3.7700000000 0.2968039961 -0.0078743732 0.1686001147 -0.0149460046 3.6096181366 0.2794040884
3.7800000000 0.2531253690 -0.0251226461 0.1636813246 -0.0252626687 3.5455683832 0.2068547619
3.7900000000 0.2190257299 -0.0382581989 0.1866147533 -0.0246628282 3.4584902368 0.1168286112
3.8000000000 0.1767231953 -0.0568067183 0.2411934239 -0.0153310091 3.4047422530 0.0646912836
3.8100000000 0.1399788780 -0.0716534714 0.2771018183 -0.0135309211 3.4163401935 0.0779993106
3.8200000000 0.1339369091 -0.0683284685 0.3193514802 -0.0072303850 3.4235097729 0.0865435286
3.8300000000 0.1432358785 -0.0587802252 0.3948743226 0.0117914651 3.3831332072 0.0500068899
3.8400000000 0.1457117329 -0.0540326072 0.4703525271 0.0300255441 3.3334441605 0.0075351781
3.8500000000 0.1594105831 -0.0417694407 0.4784776218 0.0254644762 3.3194121551 0.0018525350
3.8600000000 0.1668163410 -0.0334535438 0.4541343053 0.0161776383 3.3527678726 0.0418010059
3.8700000000 0.1474372464 -0.0389454543 0.4267299453 0.0084351763 3.4161395466 0.1078098774
3.8800000000 0.1077816436 -0.0529515494 0.3879214404 -0.0011425291 3.4672960701 0.1579658407
3.8900000000 0.0543633844 -0.0716788857 0.3793705560 0.0008614778 3.5208546628 0.2073091263
3.9000000000 0.0076170084 -0.0838389031 0.4000999148 0.0110703974 3.5747216318 0.2530111054
3.9100000000 -0.0413998716 -0.0976798819 0.4486585445 0.0292518048 3.5424776401 0.2131290702
3.9200000000 -0.0996890646 -0.1164796021 0.5172812162 0.0519948618 3.5215128631 0.1869315732
3.9300000000 -0.1518961270 -0.1316162316 0.6032316965 0.0800436700 3.5692212507 0.2261397147
3.9400000000 -0.1997832356 -0.1451776580 0.6780714519 0.1025321705 3.6104439059 0.2565598628
3.9500000000 -0.2393239919 -0.1548828019 0.6803890067 0.1005496623 3.6786894412 0.3107045588
3.9600000000 -0.2884767876 -0.1722513352 0.6572302577 0.0954324804 3.7558177882 0.3692045557
3.9700000000 -0.3589382992 -0.2018960187 0.6363830360 0.0923702747 3.8172584925 0.4090661854
3.9800000000 -0.3994254953 -0.2122041280 0.5578900810 0.0685787774 3.8690732704 0.4367787460
3.9900000000 -0.4037835978 -0.2046070752 0.4790145140 0.0482827610 3.8777149394 0.4212562338
4.0000000000 -0.4040002695 -0.1980329305 0.4161593438 0.0308376523 3.8707958089 0.3920243584
4.0100000000 -0.3943895770 -0.1871424037 0.3163385572 -0.0017653826 3.7997849586 0.3028819622
4.0200000000 -0.3791351045 -0.1742099060 0.2243863574 -0.0313695010 3.6181490211 0.1149387490
4.0300000000 -0.3668236426 -0.1631208471 0.1670841886 -0.0513695175 3.3892567404 -0.1054534669
4.0400000000 -0.3465575450 -0.1464535860 0.1484800473 -0.0612086040 3.1567349866 -0.3142485734
4.0500000000 -0.3233236677 -0.1280823663 0.1652473560 -0.0628776127 2.9782124851 -0.4566973896
4.0600000000 -0.3219775205 -0.1221077482 0.1899882481 -0.0649541669 2.8284836030 -0.5611542703
4.0700000000 -0.3423580637 -0.1261953803 0.2128415636 -0.0683622294 2.6441213773 -0.6894867331
4.0800000000 -0.3930857333 -0.1457931095 0.2433144603 -0.0681979605 2.4784521923 -0.7893243105
4.0900000000 -0.4392802200 -0.1583963911 0.2787631100 -0.0655643320 2.3912444274 -0.8064931346
4.1000000000 -0.4706232124 -0.1632193077 0.3187413442 -0.0597794392 2.3216413842 -0.8046949850
4.1100000000 -0.5188397009 -0.1791383881 0.4039317666 -0.0360263002 2.2405028010 -0.8124899776
4.1200000000 -0.5799063358 -0.2027806482 0.5046037408 -0.0085975647 2.1807187016 -0.7991058653
4.1300000000 -0.6421668408 -0.2268602195 0.5549378539 0.0022763338 2.1149007407 -0.7926640783
4.1400000000 -0.7010667823 -0.2500863312 0.5834302060 0.0108612204 2.0898603217 -0.7479623754
4.1500000000 -0.7644585676 -0.2774173749 0.6193874358 0.0255062960 2.0763574965 -0.6970944667
4.1600000000 -0.8084864826 -0.2940552512 0.6592255951 0.0431837358 2.0440074375 -0.6681383480
4.1700000000 -0.8057586542 -0.2861163149 0.6749074411 0.0527025907 1.9620798375 -0.6907176323
4.1800000000 -0.7760158308 -0.2677735287 0.6984099659 0.0681731201 1.8802049143 -0.7126677149
4.1900000000 -0.7396206728 -0.2490777968 0.7235344968 0.0827289811 1.8722136197 -0.6657616220
4.2000000000 -0.7304809429 -0.2484314962 0.7316843926 0.0923080414 1.8722419871 -0.6159940106
4.2100000000 -0.7356200367 -0.2526507566 0.7028203920 0.0878646573 1.8648841408 -0.5781460828
4.2200000000 -0.7531843808 -0.2627109317 0.6360802238 0.0729037786 1.8781572868 -0.5246085243
4.2300000000 -0.7650443238 -0.2654449327 0.6035416438 0.0710535114 1.9245191699 -0.4449469478
4.2400000000 -0.7336141270 -0.2427638949 0.5878005196 0.0713199601 1.9102072954 -0.4300700377
4.2500000000 -0.7050450119 -0.2247320708 0.5159377711 0.0481762715 1.9341806347 -0.3799542126
4.2600000000 -0.7039499608 -0.2226410589 0.3531444370 -0.0059520450 2.0138806510 -0.2828687901
4.2700000000 -0.7018217371 -0.2170868230 0.1443778441 -0.0722997922 2.0518292385 -0.2321416978
4.2800000000 -0.6668039402 -0.1911823022 0.0002329004 -0.1139517914 2.0884126135 -0.1870398584
4.2900000000 -0.6323175266 -0.1682198477 -0.0533655204 -0.1306979007 2.0544941879 -0.2132046215
4.3000000000 -0.6080563541 -0.1505928273 -0.1145290239 -0.1590952200 1.9535857547 -0.3014277242
4.3100000000 -0.5799599643 -0.1303482215 -0.2253835899 -0.2070441535 1.8942868727 -0.3448060412
4.3200000000 -0.5769578484 -0.1247620770 -0.3398414185 -0.2541957100 1.8997892728 -0.3239836158
4.3300000000 -0.5902214965 -0.1261107062 -0.4151166375 -0.2870113172 1.8771031930 -0.3311817264
4.3400000000 -0.5851199290 -0.1150095275 -0.4324825075 -0.3009543698 1.8394106280 -0.3506280588
4.3500000000 -0.5676065779 -0.0983174176 -0.3729310325 -0.2901820217 1.7623995049 -0.4063293640
4.3600000000 -0.5479115691 -0.0819886649 -0.2484827875 -0.2599453954 1.6329015090 -0.5066421716
4.3700000000 -0.5460541862 -0.0780512137 -0.1242396628 -0.2317007127 1.5814572024 -0.5253686186
4.3800000000 -0.5687288349 -0.0876260448 -0.0409020540 -0.2141452929 1.5800073644 -0.4948886879
4.3900000000 -0.5834286751 -0.0911038116 0.0378671548 -0.1905363938 1.5622090705 -0.4804932953
4.4000000000 -0.5781011863 -0.0839892940 0.1018120851 -0.1674175587 1.5212649680 -0.4880821700
4.4100000000 -0.5782349628 -0.0831145992 0.1688460361 -0.1361831770 1.4338284959 -0.5387821490
4.4200000000 -0.5909673607 -0.0904139380 0.2766731147 -0.0873519291 1.4114890679 -0.5230909894
4.4300000000 -0.5946400312 -0.0925721963 0.3999000846 -0.0318298129 1.4295169290 -0.4710098335
4.4400000000 -0.5862158047 -0.0891747272 0.4875951745 0.0120042838 1.4465255100 -0.4219867636
4.4500000000 -0.5595294093 -0.0767193089 0.5082131816 0.0367531019 1.4842317324 -0.3571734073
4.4600000000 -0.5398255926 -0.0714661531 0.5115109305 0.0615529763 1.5112590065 -0.3065886677
4.4700000000 -0.5333587032 -0.0735348474 0.4971886176 0.0814587094 1.5590681343 -0.2402042776
4.4800000000 -0.5195124980 -0.0707502369 0.4637968109 0.0961178996 1.5742900686 -0.2101908819
4.4900000000 -0.4997143617 -0.0645409005 0.3971625849 0.0973780524 1.4986973670 -0.2692963916
4.5000000000 -0.4929408422 -0.0667531289 0.3120736530 0.0927970066 1.3746306290 -0.3713720110
4.5100000000 -0.5305943867 -0.0939606271 0.2367053224 0.0884692428 1.2295425970 -0.4880697203
4.5200000000 -0.5899175881 -0.1293636059 0.1213288931 0.0654557820 1.0028626545 -0.6755459688
4.5300000000 -0.6721193722 -0.1762954398 -0.0043572622 0.0373715161 0.7832920619 -0.8433853283
4.5400000000 -0.7919616260 -0.2424337307 -0.0728093618 0.0256093094 0.6026682386 -0.9639730782
4.5500000000 -0.8967506315 -0.2963616391 -0.1762823533 -0.0081537457 0.4292375065 -1.0685277210
4.5600000000 -0.9853618434 -0.3429849946 -0.3198693380 -0.0565681960 0.2099177752 -1.2096658457
4.5700000000 -1.0566981562 -0.3811548071 -0.3997194894 -0.0846862874 -0.0086091265 -1.3386513207
4.5800000000 -1.0918264748 -0.4016695822 -0.3855417833 -0.0856244812 -0.1339285587 -1.3704126225
4.5900000000 -1.1156527563 -0.4198009857 -0.3173191057 -0.0770755805 -0.2384900168 -1.3794650188
4.6000000000 -1.1195849089 -0.4278585267 -0.2646466225 -0.0791819164 -0.3240463741 -1.3688553306
4.6100000000 -1.1004729284 -0.4244301080 -0.2326796685 -0.0883416335 -0.4336959142 -1.3820602408
4.6200000000 -1.0969586562 -0.4314662498 -0.2139321271 -0.0997909228 -0.5358258643 -1.3867385201
4.6300000000 -1.0648979457 -0.4179663224 -0.2004313112 -0.1101896662 -0.6142182133 -1.3700325244
4.6400000000 -1.0134319228 -0.3946155925 -0.1477402250 -0.1035596438 -0.6934991965 -1.3558009379
4.6500000000 -0.9932621910 -0.3879855356 -0.0502961105 -0.0818026327 -0.7207544860 -1.2944563084
4.6600000000 -0.9922014127 -0.3882345384 0.0276321534 -0.0676340220 -0.6496396873 -1.1449240030
4.6700000000 -1.0117808014 -0.3957600576 0.0738836155 -0.0607709829 -0.5417798024 -0.9725868679
4.6800000000 -1.0383266207 -0.4025481642 0.1071941284 -0.0538620159 -0.4378634515 -0.8165480073
4.6900000000 -1.0252231637 -0.3825438368 0.1469688234 -0.0404060826 -0.3386735167 -0.6780232114
4.7000000000 -1.0008439984 -0.3587792793 0.1718404065 -0.0307644569 -0.3103534764 -0.6185800939
4.7100000000 -0.9973244112 -0.3471171137 0.1403382562 -0.0379788836 -0.3117928564 -0.5937915651
4.7200000000 -0.9834333654 -0.3279791227 0.0834033025 -0.0489017035 -0.3830156759 -0.6405208049
4.7300000000 -0.9548247160 -0.3004731383 0.0508590691 -0.0483147637 -0.4954348173 -0.7247718958
4.7400000000 -0.9282846879 -0.2755692659 0.0815869874 -0.0259029201 -0.5293071987 -0.7310156290
4.7500000000 -0.9126929863 -0.2572295202 0.1259958807 -0.0039026569 -0.5652877600 -0.7404211143
4.7600000000 -0.9022509263 -0.2415108057 0.1161857760 -0.0021735529 -0.5729867359 -0.7216690462
4.7700000000 -0.8747659097 -0.2153811265 0.0978709184 -0.0000965907 -0.5613500451 -0.6867064254
4.7800000000 -0.8336203044 -0.1837899048 0.1015006246 0.0100269715 -0.6354879537 -0.7347966151
4.7900000000 -0.8133276582 -0.1668807852 0.0778029897 0.0086492292 -0.7438566599 -0.8115944982
4.8000000000 -0.8014986136 -0.1544550876 0.0269331171 -0.0008398548 -0.8221301350 -0.8542978242
4.8100000000 -0.7661759354 -0.1286860161 -0.0151608493 -0.0066681349 -0.8910101308 -0.8848001733
4.8200000000 -0.7345004697 -0.1087247669 -0.0562410509 -0.0136402075 -0.9903061718 -0.9410573600
4.8300000000 -0.7131069665 -0.0957688019 -0.0918686937 -0.0198559528 -1.1344004122 -1.0352159732
4.8400000000 -0.6812417100 -0.0779756866 -0.0927339400 -0.0154374481 -1.2608419252 -1.1049145520
4.8500000000 -0.6542602916 -0.0654336842 -0.0486349090 0.0013699242 -1.3313957266 -1.1162792129
4.8600000000 -0.6395124494 -0.0613738059 -0.0565801910 -0.0055628407 -1.3522498564 -1.0782048136
4.8700000000 -0.6308711249 -0.0615498782 -0.1427382770 -0.0366367724 -1.3173265049 -0.9886434076
4.8800000000 -0.6093004424 -0.0547538144 -0.1825489028 -0.0464956011 -1.2766179124 -0.8987395491
4.8900000000 -0.5735038249 -0.0423827766 -0.1430371225 -0.0314897420 -1.1578990732 -0.7394575589
4.9000000000 -0.5416122662 -0.0351005051 -0.0885790256 -0.0168759568 -1.0250499081 -0.5785917675
4.9100000000 -0.5155282933 -0.0325877915 -0.0538181576 -0.0110186004 -0.9125412795 -0.4469780792
4.9200000000 -0.4774356918 -0.0234624188 -0.0047537180 0.0014379777 -0.7913902570 -0.3178404794
4.9300000000 -0.4455367113 -0.0202857329 0.0196862880 0.0038011277 -0.6702650912 -0.1980670210
4.9400000000 -0.4033958379 -0.0102901403 -0.0138905423 -0.0110701283 -0.5050559024 -0.0463512591
4.9500000000 -0.3492926827 0.0044429841 -0.0938860276 -0.0388800692 -0.4841651389 -0.0444722308
4.9600000000 -0.2931639919 0.0201111295 -0.1848490241 -0.0658987148 -0.5756746783 -0.1498044113
4.9700000000 -0.2495321989 0.0270473970 -0.2456472904 -0.0819891403 -0.5969430146 -0.1838640740
4.9800000000 -0.2489124044 0.0105647970 -0.3032763804 -0.0992562888 -0.5801273837 -0.1808415428
4.9900000000 -0.2382637409 0.0046916330 -0.3417094761 -0.1104569343 -0.6188775436 -0.2313599447
5.0000000000 -0.2054064217 0.0117129259 -0.3486005607 -0.1128810770 -0.6300268317 -0.2511266378
5.0100000000 -0.1700120251 0.0194329856 -0.3613712449 -0.1198166743 -0.5652683486 -0.1978896882
5.0200000000 -0.1432800146 0.0212475304 -0.3725289816 -0.1254428252 -0.4644429837 -0.1124293688
5.0300000000 -0.1352416632 0.0132328044 -0.3663729034 -0.1248784034 -0.3321775270 -0.0020038367
5.0400000000 -0.0992201237 0.0243056811 -0.3803921178 -0.1318518518 -0.2418498321 0.0621887221
5.0500000000 -0.0421534712 0.0454632222 -0.4548122405 -0.1581857990 -0.1542626973 0.1206953872
5.0600000000 -0.0102674522 0.0507366425 -0.5709821169 -0.1940621035 0.0003368677 0.2392276517
5.0700000000 -0.0079942579 0.0406711006 -0.6260920757 -0.2036773720 0.1697717329 0.3640432646
5.0800000000 -0.0199866814 0.0259999649 -0.6490809611 -0.2065193021 0.3547132990 0.4961495659
5.0900000000 -0.0370650223 0.0107669037 -0.7011841657 -0.2203226432 0.4812817180 0.5631767654
5.1000000000 -0.0595027685 -0.0060057768 -0.7234157305 -0.2218200973 0.5382312164 0.5604013989
5.1100000000 -0.1043294302 -0.0354741509 -0.7367581407 -0.2218174583 0.5652586095 0.5282032719
5.1200000000 -0.1519034545 -0.0638356995 -0.7812447821 -0.2320557775 0.5361476780 0.4448344172
5.1300000000 -0.1687425112 -0.0741695712 -0.8456898580 -0.2466150977 0.4680282097 0.3296581421
5.1400000000 -0.1771026720 -0.0823379764 -0.8610577638 -0.2402504979 0.3302439894 0.1561525375
5.1500000000 -0.1906817115 -0.0950154069 -0.8097830216 -0.2129562337 0.2138900066 0.0159259769
5.1600000000 -0.1973128441 -0.1036971754 -0.7664424141 -0.1916726450 0.1851728514 -0.0309598967
5.1700000000 -0.1846369049 -0.1014639273 -0.7411730111 -0.1751708395 0.1496625974 -0.0795563757
5.1800000000 -0.1634890994 -0.0957755611 -0.7283795200 -0.1609323521 0.0793376386 -0.1556033810
5.1900000000 -0.1394669379 -0.0885632037 -0.7126074351 -0.1424744247 0.0277666739 -0.2069424989
5.2000000000 -0.1136703870 -0.0801679498 -0.7247345321 -0.1337507360 -0.0197253214 -0.2497450443
5.2100000000 -0.1051611163 -0.0811350289 -0.8040062746 -0.1455086899 -0.1004124234 -0.3198033580
5.2200000000 -0.1100127941 -0.0870817525 -0.9014105870 -0.1590012846 -0.1647353286 -0.3683585414
5.2300000000 -0.1213762709 -0.0944738515 -0.9558870940 -0.1557093823 -0.1616170695 -0.3489909595
5.2400000000 -0.1282670061 -0.0969263519 -0.9889169661 -0.1490256382 -0.1725070861 -0.3441426335
5.2500000000 -0.1396771762 -0.1019768290 -1.0593662415 -0.1583702133 -0.2863256681 -0.4370199436
5.2600000000 -0.1668718724 -0.1150732098 -1.1627161103 -0.1788062863 -0.4221926120 -0.5445353030
5.2700000000 -0.1697751602 -0.1120679993 -1.2207256307 -0.1816460645 -0.4528872747 -0.5456556330
5.2800000000 -0.1466291068 -0.0959645304 -1.1990984136 -0.1609584223 -0.4434702853 -0.5097926359
5.2900000000 -0.1069235078 -0.0721666803 -1.1338419505 -0.1310096620 -0.4145990042 -0.4573445614
