x y z
0.777257052 0.120990924 5
0.754874525 0.112189766 5
0.778469885 0.129440337 5
0.775366223 0.142293193 5
0.775854527 0.196835994 5
0.802684601 0.165208904 5
0.779909939 0.138944065 5
0.750641506 0.127356817 5
0.78864061 0.143509295 5
0.777711016 0.124510913 5
0.759087341 0.11321962 5
0.782112126 0.143396686 5
0.784530127 0.154889885 5
0.758111454 0.151497929 5
0.778803425 0.130625438 5
0.778446192 0.146037121 5
0.74348473 0.11852915 5
0.78438365 0.141247172 5
0.766749433 0.093406127 5
0.761002656 0.118481923 5
0.778659055 0.107039092 5
0.775645931 0.104113447 5
0.759937663 0.119255729 5
0.78318885 0.124737349 5
0.777328892 0.117101676 5
0.739691441 0.100382436 5
0.788326078 0.148476799 5
0.783603872 0.134297233 5
0.765625669 0.11959042 5
0.786506764 0.110696869 5
0.773086776 0.155419306 5
0.750682172 0.128847134 5
0.783568652 0.121805555 5
0.790884896 0.14213573 5
0.762520973 0.128088037 5
0.780662809 0.132633203 5
0.777219639 0.12296433 5
0.75940788 0.115865508 5
0.7884693 0.129881466 5
0.770546518 0.10539773 5
0.747473571 0.096477887 5
0.786607903 0.15059595 5
