x y z
0.766458304 0.23868647 6
0.75298253 0.259216315 6
0.716345807 0.316735091 6
0.728688048 0.300469543 6
0.754060723 0.197708531 6
0.74143845 0.265638359 6
0.703739626 0.286457902 6
0.713305405 0.28044601 6
0.74340143 0.182242048 6
0.740567337 0.220998536 6
0.694166674 0.269653048 6
0.705216779 0.27245144 6
0.755303637 0.228207747 6
0.73678154 0.229283015 6
0.706521862 0.311744383 6
0.729248091 0.292292792 6
0.751117701 0.182071667 6
0.747607246 0.245687358 6
0.704526891 0.2705476 6
0.723095894 0.284787567 6
0.759001613 0.239231252 6
0.741917162 0.253583457 6
0.710080936 0.293513831 6
0.727427878 0.287042042 6
0.758665887 0.247172764 6
0.747824583 0.249127607 6
0.702031544 0.28489546 6
0.720591191 0.285124074 6
0.752071665 0.203334704 6
0.747720035 0.276727414 6
0.708469217 0.303330788 6
0.728429462 0.298369616 6
0.750216658 0.212735119 6
0.755805955 0.283532848 6
0.713028853 0.302540456 6
0.732047619 0.306455769 6
0.754029969 0.248721199 6
0.736230277 0.234696921 6
0.712738858 0.287553916 6
0.738967848 0.303098246 6
0.752215013 0.209997886 6
