x1 y1 y2 y3 y4 y5
2.1550000000 0.4815468950 0.6978720126 0.9478932080 0.0121430871 0.0007287713
2.1600000000 0.5433285134 0.6512980992 0.9524091524 0.0102297848 -0.0040254925
2.1650000000 1.1183884004 1.1528131733 0.9429464666 0.0090880617 -0.0055001469
2.1700000000 1.5640875357 1.5593585902 0.8964760671 0.0099890556 0.0017077985
2.1750000000 1.7253546552 1.2746390544 0.9097115519 0.0128189002 0.0040693335
2.1800000000 1.7894241765 1.1853035628 0.9282673238 0.0158206212 0.0059990134
2.1850000000 1.4628301660 1.4655850462 0.9626716754 0.0153883649 0.0054775161
2.1900000000 1.1530811167 1.6626214982 0.9940390537 0.0141473557 0.0056176912
2.1950000000 0.9709573581 1.3344579434 0.9783269770 0.0138643633 0.0142489531
2.2000000000 0.7950287640 1.0628547793 0.9626149003 0.0135813710 0.0228802150
2.2050000000 0.6648679923 0.9568480257 0.9732527420 0.0159913663 0.0172078670
2.2100000000 0.6523282983 0.9198103575 0.9844732721 0.0184609130 0.0112192164
2.2150000000 1.0543190896 1.0293180711 0.9856810534 0.0175506914 0.0079022655
2.2200000000 1.1939092511 1.1152486782 0.9770654097 0.0133246071 0.0072064971
2.2250000000 0.9848261869 1.0967725225 0.9828199147 0.0103595993 0.0092284937
2.2300000000 0.9078232915 1.0777136793 0.9987996078 0.0083469270 0.0131869102
2.2350000000 1.0232618548 1.0531952753 0.9976925960 0.0090146484 0.0141093433
2.2400000000 1.1387004182 1.0286768712 0.9965855843 0.0096823699 0.0150317763
2.2450000000 1.0809400680 1.1421611889 1.0072793944 0.0116501067 0.0120073296
2.2500000000 1.0008178916 1.2401211287 1.0038303287 0.0124562140 0.0096737209
2.2550000000 0.9431127131 1.1068360221 0.9792110589 0.0115106601 0.0085050580
2.2600000000 0.8525417332 0.9923388091 0.9531896279 0.0082104286 0.0067714856
2.2650000000 0.5110234454 0.9365611553 0.9441044887 0.0033900479 0.0061281164
2.2700000000 0.3893432590 0.8709827647 0.9622732023 -0.0012493446 0.0077418190
2.2750000000 0.6657036908 0.7231007763 0.9666290553 -0.0001639635 0.0095557931
2.2800000000 0.9412055454 0.7329477085 0.9671240805 0.0017379244 0.0110608767
2.2850000000 1.2130809301 1.0536213343 0.9570308392 0.0039201860 0.0108067420
2.2900000000 1.3659254811 1.2828977756 0.9519304763 0.0056208645 0.0100235237
2.2950000000 1.3473573439 0.9479715735 0.9622695486 0.0058323475 0.0076042251
2.3000000000 1.2797923511 0.7497510620 0.9661693338 0.0051970914 0.0053814692
2.3050000000 0.9806047886 0.8945102582 0.9649472951 0.0038883369 0.0033150436
2.3100000000 0.7444096299 1.0388561330 0.9709950083 0.0051758706 0.0052448056
2.3150000000 0.7344356039 1.0975552122 0.9775910093 0.0064067837 0.0085537447
2.3200000000 0.8219314638 1.1194580633 0.9811278688 0.0061033395 0.0120674903
2.3250000000 1.0259814172 1.0012799292 0.9772172311 0.0065246374 0.0153858363
2.3300000000 1.1145291362 0.8930222804 0.9663820181 0.0076197899 0.0185225026
2.3350000000 0.9970177288 1.0055468018 0.9667009842 0.0087537336 0.0143619501
2.3400000000 0.9849115218 1.1013968660 0.9674320484 0.0098891105 0.0099317973
2.3450000000 1.0390654662 1.1397537146 0.9675317762 0.0113363433 0.0102845136
2.3500000000 1.0627803244 1.1781105631 0.9655828752 0.0118590233 0.0107196704
2.3550000000 0.9814279714 1.0710696469 0.9594766772 0.0104568034 0.0109339046
2.3600000000 0.9470278245 0.9586111055 0.9559095874 0.0084957464 0.0104971932
2.3650000000 1.0013797140 1.0838961405 0.9568684712 0.0055385593 0.0089001678
2.3700000000 0.9578673180 1.1485717905 0.9729791778 0.0067506026 0.0090517903
2.3750000000 0.8032839354 1.0163965808 0.9608662679 0.0065821018 0.0091721174
2.3800000000 0.7802059802 0.9311660269 0.9379720400 0.0047417019 0.0090162885
2.3850000000 0.9178625784 1.0476021272 0.9495802890 0.0012670639 0.0086340156
2.3900000000 1.0118884548 1.1345470757 0.9582938196 -0.0014152417 0.0082227946
2.3950000000 1.0501103021 1.0080670078 0.9561955669 -0.0011381825 0.0077034526
2.4000000000 1.1024120614 0.9982228288 0.9491266038 -0.0018419615 0.0086041207
2.4050000000 1.2199012414 1.2335239965 0.9370059926 -0.0035425493 0.0109479209
2.4100000000 1.2161211364 1.3929236305 0.9480561245 -0.0040892810 0.0107706732
2.4150000000 1.1073694049 1.1479251919 0.9750771088 -0.0037331033 0.0090138512
2.4200000000 1.0782853078 0.9537065306 0.9708636490 -0.0032400576 0.0131421581
2.4250000000 1.1863689684 1.0022257746 0.9764199157 -0.0035314358 0.0163673084
2.4300000000 1.1345167725 1.0465772495 0.9847486027 -0.0038785959 0.0186112671
2.4350000000 0.9985098142 1.0838810169 0.9768645110 -0.0005779329 0.0121593591
2.4400000000 0.9366095299 1.1036714328 0.9739492124 0.0019812256 0.0073429280
2.4450000000 0.9188301276 1.0746937179 0.9843745128 0.0025495360 0.0069175517
2.4500000000 0.9497130769 1.0569878668 0.9916865913 0.0032391763 0.0071529033
2.4550000000 1.0221155612 1.1329651825 0.9874114010 0.0043804005 0.0098474543
2.4600000000 1.0676693936 1.1872655831 0.9796953720 0.0061155717 0.0114536142
2.4650000000 1.0563872372 1.0208320795 0.9671081259 0.0086915974 0.0115189319
2.4700000000 1.1053880198 0.9406467884 0.9769534884 0.0099150134 0.0089649065
2.4750000000 1.2252038271 1.2626227605 0.9883246126 0.0106993341 0.0056798621
2.4800000000 1.1996398140 1.4362245926 0.9817490861 0.0114714226 0.0027472485
2.4850000000 1.0620699853 1.3099291434 0.9876719154 0.0109046638 0.0030871495
2.4900000000 1.0851210285 1.1825689806 0.9956315208 0.0097115428 0.0045166831
2.4950000000 1.3389399539 1.0456481212 0.9887118711 0.0079724116 0.0049669047
