x y z
0.843110141 0.260005894 3
0.825637466 0.236501895 3
0.828587808 0.269463068 3
0.835875877 0.265010834 3
0.819047508 0.247809714 3
0.814853577 0.232224206 3
0.827508624 0.202840502 3
0.810235172 0.236191569 3
0.828766691 0.233953946 3
0.82593201 0.232508574 3
0.812704353 0.24071399 3
0.830876838 0.226190664 3
0.836745195 0.26925711 3
0.825371341 0.294420896 3
0.818384627 0.23732253 3
0.84168652 0.312180759 3
0.827901501 0.318190119 3
0.825149349 0.260575456 3
0.814517567 0.228198489 3
0.808944379 0.240101794 3
0.826770885 0.22759169 3
0.830533672 0.268879411 3
0.831411957 0.279899626 3
0.809977936 0.198704778 3
0.837000017 0.295133691 3
0.829241606 0.304043681 3
0.844761696 0.268203874 3
0.844409068 0.303373947 3
0.836547839 0.320664424 3
0.842310467 0.299157153 3
0.831858294 0.248349217 3
0.830004911 0.251862539 3
0.822797885 0.214215632 3
0.830377984 0.268783996 3
0.826885278 0.296600426 3
0.831311786 0.26748607 3
0.832385107 0.242937996 3
0.826499945 0.268553668 3
0.827692201 0.264352694 3
0.826833473 0.231470553 3
0.817913358 0.236082197 3
0.819708302 0.228647144 3
0.82878848 0.220179717 3
0.830922033 0.286710694 3
0.824988095 0.267907342 3
0.835154578 0.256933429 3
0.826835595 0.271481628 3
0.83610067 0.268009307 3
0.831522588 0.252304935 3
0.831110695 0.281372614 3
0.826427535 0.238478395 3
0.83475234 0.305199128 3
0.829247154 0.304672379 3
0.823551563 0.258742791 3
0.828872572 0.249441124 3
0.81142707 0.260201105 3
0.816641477 0.243884257 3
0.824028558 0.25381958 3
0.830343835 0.286555421 3
0.835925985 0.263033767 3
0.818772926 0.242912672 3
0.820866172 0.274316758 3
0.830538827 0.273348648 3
