x y z
0.816897789 0.196827127 3
0.819832765 0.205353145 3
0.81420191 0.172871634 3
0.830475731 0.199998845 3
0.840749349 0.201608495 3
0.831011494 0.20083303 3
0.820672181 0.210889989 3
0.833975092 0.232356395 3
0.824964973 0.228220553 3
0.813000738 0.233667289 3
0.815044966 0.223335923 3
0.818472942 0.225748942 3
0.803784503 0.235153879 3
0.814891714 0.215848876 3
0.80441822 0.217226819 3
0.796440658 0.2015058 3
0.823138032 0.223406266 3
0.83085166 0.214782296 3
0.826820985 0.218288605 3
0.821392305 0.195474668 3
0.827627151 0.243233804 3
0.83060169 0.245333563 3
0.835190883 0.23396564 3
0.828722431 0.229402155 3
0.828247919 0.258853491 3
0.84314144 0.246560783 3
0.826027041 0.215225147 3
0.832025158 0.215805595 3
0.826465172 0.218807422 3
0.821635557 0.216733097 3
0.8087614 0.2084503 3
0.825293813 0.206156644 3
0.826632882 0.20741833 3
0.833745596 0.23063245 3
0.828051747 0.208303738 3
0.829126596 0.227621358 3
0.817284776 0.216014351 3
0.826127591 0.21254566 3
0.831352322 0.209214267 3
0.835671356 0.246192768 3
0.825165611 0.246420802 3
0.825080069 0.222605914 3
0.821449393 0.239202161 3
0.836131823 0.240041682 3
0.822803473 0.218006051 3
0.817235519 0.22574298 3
0.826152156 0.199404052 3
0.832788756 0.236725455 3
0.821694966 0.240399256 3
0.820547156 0.224846944 3
0.816943983 0.209600035 3
0.795768685 0.195192025 3
0.811161626 0.18744209 3
0.829727262 0.247151486 3
0.826720459 0.248128856 3
0.832424032 0.24316153 3
0.8095502 0.211078809 3
0.810818707 0.208463387 3
0.809473222 0.190579835 3
0.821121209 0.214970195 3
0.825956318 0.188867975 3
0.829061099 0.165228113 3
0.821114024 0.193934439 3
0.841732319 0.176728527 3
0.829662557 0.218267528 3
0.818501652 0.20678404 3
0.836309928 0.203904908 3
0.837257248 0.255218607 3
0.828177486 0.265765754 3
0.832122009 0.235165897 3
0.83806968 0.261866666 3
0.825117064 0.262976247 3
0.82366425 0.215399958 3
0.81028917 0.202204285 3
0.806532739 0.216679731 3
0.827928355 0.212340216 3
0.84263698 0.244509792 3
0.83842628 0.251232921 3
0.829522009 0.189161681 3
0.845741861 0.270967753 3
0.845882263 0.284518111 3
0.853081693 0.263792144 3
0.84611718 0.254584233 3
0.834056723 0.260866916 3
0.842803031 0.250553128 3
0.836993889 0.223703424 3
0.837334566 0.235764188 3
0.826982761 0.197809299 3
0.834779942 0.237569839 3
0.8207874 0.252485397 3
0.832110676 0.226036672 3
0.836739897 0.225802481 3
0.829250342 0.235289175 3
0.83746987 0.208920635 3
0.835527815 0.244244878 3
0.828230485 0.23409835 3
0.832905379 0.228008495 3
0.837472832 0.212197852 3
0.844756964 0.268154465 3
0.832927654 0.257244098 3
0.837568332 0.233601607 3
0.833464054 0.25246191 3
0.848005427 0.255938447 3
0.833278831 0.227336805 3
0.830219227 0.239136654 3
0.826726679 0.202578166 3
0.845834558 0.271907731 3
0.834041202 0.258484675 3
0.838460257 0.255660208 3
0.832727722 0.218229384 3
0.811524359 0.216300728 3
0.824183845 0.20957808 3
0.834915356 0.236747827 3
0.842819186 0.26797902 3
0.847008027 0.26292583 3
0.820939362 0.211064734 3
0.831915727 0.23967084 3
0.82928037 0.239276765 3
0.824471029 0.239710935 3
0.819361098 0.224244371 3
0.831809421 0.197360418 3
0.81388576 0.212455999 3
0.830365969 0.202993322 3
0.824545875 0.22497578 3
0.813330458 0.225714436 3
0.83215668 0.211332124 3
0.839634396 0.277542956 3
0.831422846 0.289360435 3
0.824875389 0.240152553 3
0.842728929 0.288979735 3
0.833253106 0.28873619 3
0.828978237 0.242529065 3
0.814138401 0.220379637 3
0.808439722 0.22819181 3
0.825103172 0.209592998 3
0.83871167 0.25656243 3
0.838115365 0.267723814 3
0.824562378 0.202150445 3
0.844832723 0.29173654 3
0.837026293 0.278743839 3
0.848176708 0.273216027 3
0.846104869 0.298464403 3
0.839315013 0.292381233 3
0.845066803 0.273508342 3
0.838307238 0.23422747 3
0.836409471 0.238752061 3
0.834145691 0.205942339 3
0.831986896 0.256298375 3
0.824969364 0.27250665 3
0.833079597 0.235211724 3
0.841443165 0.247916805 3
0.834047493 0.2564971 3
0.843891809 0.232110242 3
0.830796478 0.232066224 3
0.823163544 0.231541778 3
0.834237771 0.220162543 3
0.838938605 0.231371967 3
0.844965674 0.287412347 3
0.835016999 0.275270597 3
0.839290473 0.244925201 3
0.835659998 0.273207559 3
0.844913913 0.26841401 3
0.834997926 0.237240589 3
0.83403902 0.265063992 3
0.833161756 0.219935187 3
0.84378085 0.293556334 3
0.835982147 0.282120068 3
0.838759511 0.250125059 3
0.834769811 0.239273037 3
0.81535635 0.243809901 3
0.826088117 0.226890234 3
0.83151572 0.247081286 3
0.8351977 0.277773804 3
