x y z
0.956894446 0.814211815 2
0.957683996 0.839945609 2
0.965334494 0.800386807 2
0.964852015 0.826295629 2
0.965052985 0.86820263 2
0.967421791 0.84572655 2
0.968387617 0.859121015 2
0.963312268 0.901458831 2
0.971921518 0.851376141 2
0.963872577 0.842638758 2
0.960950725 0.856829747 2
0.95570598 0.788005614 2
0.960171597 0.833331053 2
0.962358 0.865754729 2
0.962328256 0.82049428 2
0.98802557 0.991629201 2
0.97555403 0.941980499 2
0.994267843 0.958279823 2
0.992097449 0.995800362 2
0.992297358 0.985015359 2
0.994504351 0.963181005 2
0.995866112 1 2
0.996305214 0.97753426 2
0.983609955 0.921251763 2
0.979829834 0.944978811 2
0.970698835 0.929131629 2
0.974659061 0.8992018 2
0.973916667 0.927523897 2
0.975858168 0.955917986 2
0.981515997 0.956729498 2
0.982127378 0.96538005 2
0.983671774 0.971205776 2
0.98857337 0.933579418 2
0.991844714 0.964970085 2
0.981112698 0.971733266 2
0.983923215 0.93242146 2
0.988930536 0.940267607 2
0.981384898 0.938475228 2
0.983567307 0.916716552 2
0.977152821 0.918169879 2
0.972198301 0.919295972 2
0.991477709 0.945228796 2
0.993837444 0.957227974 2
0.98562942 0.97414332 2
0.985529541 0.936135125 2
0.978993298 0.941132274 2
0.979944238 0.947714534 2
1 0.98741439 2
0.994426862 0.993105824 2
0.979497833 0.955097976 2
0.98927432 0.958757896 2
0.990533855 0.984224467 2
0.984837858 0.973994578 2
0.997227012 0.960120724 2
0.997962972 0.971469116 2
0.975458206 0.968865737 2
0.986147539 0.933555473 2
0.990704947 0.965199031 2
0.985310884 0.960550366 2
0.990111442 0.945357887 2
0.987886606 0.9277321 2
0.97778045 0.938035436 2
0.988104314 0.925383042 2
0.988414518 0.946917806 2
0.982004719 0.961313713 2
0.995534482 0.964245802 2
0.991429934 0.974158196 2
0.98331002 0.976247426 2
0.992928372 0.960124188 2
0.989994311 0.951294701 2
0.974076489 0.920234026 2
0.987239025 0.94211782 2
0.989455781 0.952450471 2
0.975352884 0.933130666 2
0.968492086 0.924079144 2
0.94620529 0.883022848 2
0.980618714 0.902681652 2
0.967760817 0.923715112 2
0.966533512 0.913858369 2
0.981724471 0.922355379 2
0.977243059 0.949704376 2
0.964809237 0.914206151 2
0.968826669 0.857664413 2
0.957530181 0.883164393 2
0.94764968 0.883409678 2
0.957658234 0.834380643 2
0.949084512 0.848057108 2
0.949412937 0.867279765 2
0.969300196 0.91210385 2
0.957623303 0.91757648 2
0.956007387 0.899570189 2
0.975262452 0.890649402 2
0.972709786 0.914413395 2
0.960373067 0.906998275 2
0.970322871 0.890933501 2
0.964349508 0.889920168 2
0.956948509 0.872203285 2
0.965529759 0.848122706 2
0.951223666 0.868308361 2
0.947097506 0.853404227 2
0.974828129 0.88792567 2
0.971689446 0.905600838 2
0.965899613 0.910661754 2
0.970501982 0.881921292 2
0.957563881 0.88684763 2
0.952848839 0.870081844 2
0.983549935 0.928059794 2
0.970486252 0.932489971 2
0.955850926 0.890760974 2
0.975002793 0.907986967 2
0.968911013 0.929854794 2
0.956589292 0.90672566 2
0.98005127 0.893259131 2
0.971090367 0.913637685 2
0.951538352 0.899036836 2
0.973292717 0.890805066 2
0.967352458 0.906905202 2
0.956597021 0.885208176 2
0.975844007 0.893056514 2
0.969829203 0.895986525 2
0.960240929 0.870811535 2
0.97315392 0.879964211 2
0.961390123 0.86934124 2
0.952753202 0.877269571 2
0.976371581 0.894797067 2
0.962541208 0.905999092 2
0.961960246 0.889927952 2
0.976505924 0.897476078 2
0.967373549 0.89365532 2
0.952074996 0.852874349 2
0.975947565 0.896817551 2
0.969557335 0.899308363 2
0.952708293 0.858368557 2
