x y1 y2
4.6000000000 -1.4084469848 -1.7595947686
4.6100000000 -1.4309084457 -1.7608443828
4.6200000000 -1.4452972103 -1.7534979209
4.6300000000 -1.4371542052 -1.7243467714
4.6400000000 -1.4297614330 -1.6977617622
4.6500000000 -1.3712512419 -1.6229045943
4.6600000000 -1.2180644228 -1.4578179991
4.6700000000 -1.0349199943 -1.2696626784
4.6800000000 -0.8599740850 -1.0984324626
4.6900000000 -0.6931636449 -0.9451959285
4.7000000000 -0.5971268739 -0.8727225829
4.7100000000 -0.5272287613 -0.8351168259
4.7200000000 -0.5226924112 -0.8698737429
4.7300000000 -0.5511706855 -0.9418828831
4.7400000000 -0.4966991558 -0.9328386460
4.7500000000 -0.4436741373 -0.9261919158
4.7600000000 -0.3611263554 -0.8900367664
4.7700000000 -0.2616868706 -0.8368781534
4.7800000000 -0.2474762508 -0.8684572737
4.7900000000 -0.2640980911 -0.9289573456
4.8000000000 -0.2485427111 -0.9540683661
4.8100000000 -0.2239138472 -0.9664080061
4.8200000000 -0.2295213584 -1.0049647964
4.8300000000 -0.2783992382 -1.0821622315
4.8400000000 -0.3074931765 -1.1340971296
4.8500000000 -0.2822539149 -1.1262647481
4.8600000000 -0.2111296194 -1.0680504696
4.8700000000 -0.0906273998 -0.9576156868
4.8800000000 0.0286995356 -0.8474994636
4.8900000000 0.2192427423 -0.6670177068
4.9000000000 0.4138564346 -0.4857423068
4.9100000000 0.5825493691 -0.3351069744
4.9200000000 0.7538347563 -0.1875038188
4.9300000000 0.9211627649 -0.0498049981
4.9400000000 1.1271468402 0.1203873375
4.9500000000 1.1857062651 0.1370340458
4.9600000000 1.1383846548 0.0444012894
4.9700000000 1.1651877340 0.0255585027
4.9800000000 1.2293492353 0.0452395603
4.9900000000 1.2369166695 0.0104304283
5.0000000000 1.2727592259 0.0074519061
5.0100000000 1.3796233395 0.0792858019
5.0200000000 1.5160844601 0.1838174972
5.0300000000 1.6756152279 0.3133579500
5.0400000000 1.7862481418 0.3948987030
5.0500000000 1.8897885850 0.4700901612
5.0600000000 2.0538456880 0.6062110582
5.0700000000 2.2242374524 0.7480625608
5.0800000000 2.4027239892 0.8966596046
5.0900000000 2.5157997881 0.9779309650
5.1000000000 2.5580379274 0.9873550453
5.1100000000 2.5695265699 0.9665379110
5.1200000000 2.5262669798 0.8933729179
5.1300000000 2.4460658041 0.7878178229
5.1400000000 2.2995914803 0.6227831723
5.1500000000 2.1783438455 0.4921230035
5.1600000000 2.1426925180 0.4570222884
5.1700000000 2.0955166666 0.4197065095
5.1800000000 2.0108376590 0.3536949473
5.1900000000 1.9424182213 0.3123836644
5.2000000000 1.8744463132 0.2791079146
5.2100000000 1.7710632394 0.2172098553
5.2200000000 1.6827800505 0.1767047589
5.2300000000 1.6581380786 0.2050480961
5.2400000000 1.6143718218 0.2176632399
5.2500000000 1.4673692565 0.1295245450
5.2600000000 1.3021182978 0.0261221034
5.2700000000 1.2425726085 0.0314677843
5.2800000000 1.2189116896 0.0741834102
5.2900000000 1.2117265656 0.1332760039
5.3000000000 1.2392200815 0.2252032028
5.3100000000 1.2617810307 0.3087198007
5.3200000000 1.2424188853 0.3457798551
5.3300000000 1.2686375780 0.4237127546
5.3400000000 1.3981082825 0.5991120010
5.3500000000 1.5202238283 0.7596021091
5.3600000000 1.6337369959 0.9030005260
5.3700000000 1.8230239298 1.1130760506
5.3800000000 2.0258671855 1.3264064141
5.3900000000 2.1844239205 1.4847345545
5.4000000000 2.3326723891 1.6226071754
5.4100000000 2.4279862328 1.6985198378
5.4200000000 2.4455175660 1.6898157743
5.4300000000 2.3671114751 1.5815498430
5.4400000000 2.2112616628 1.3963933923
5.4500000000 2.0901941201 1.2506910981
5.4600000000 1.9393262702 1.0825037352
5.4700000000 1.7935436371 0.9291938913
5.4800000000 1.7053964041 0.8443951132
5.4900000000 1.5830584095 0.7363155573
5.5000000000 1.4784104229 0.6568332979
5.5100000000 1.4455471231 0.6591086879
5.5200000000 1.4137820535 0.6704317912
5.5300000000 1.3151630164 0.6212205906
5.5400000000 1.1789649089 0.5401168005
5.5500000000 1.0514734023 0.4730545693
5.5600000000 0.9386982473 0.4253640265
5.5700000000 0.9161114114 0.4713883710
5.5800000000 0.9711262026 0.5959869327
5.5900000000 1.0183033784 0.7108654958
5.6000000000 1.0546180015 0.8108742946
5.6100000000 1.0750033900 0.8895598711
5.6200000000 1.0577258038 0.9245578099
5.6300000000 1.0242977690 0.9376354882
5.6400000000 0.9726052688 0.9272453362
5.6500000000 0.8381746922 0.8300686678
5.6600000000 0.6801968688 0.7074966183
5.6700000000 0.6086196473 0.6711917265
5.6800000000 0.6056834056 0.7034501594
5.6900000000 0.6969562413 0.8288730543
5.7000000000 0.8071375741 0.9700402998
5.7100000000 0.8325588930 1.0219606200
5.7200000000 0.8069201979 1.0185448251
5.7300000000 0.7427527683 0.9733626067
5.7400000000 0.6689600139 0.9167537695
5.7500000000 0.6229723398 0.8873543720
5.7600000000 0.5690271356 0.8500228311
5.7700000000 0.5239625024 0.8222580907
5.7800000000 0.4405213540 0.7571455542
5.7900000000 0.3328212332 0.6697853290
5.8000000000 0.2695684540 0.6295272230
5.8100000000 0.2644834956 0.6498776514
5.8200000000 0.3132446023 0.7252698110
5.8300000000 0.4163852276 0.8544754794
5.8400000000 0.4817419647 0.9432427843
5.8500000000 0.4604631405 0.9421037221
5.8600000000 0.4215312314 0.9206067471
5.8700000000 0.4127323664 0.9272409858
5.8800000000 0.4631931414 0.9911264826
5.8900000000 0.5441472070 1.0827829399
5.9000000000 0.6458148260 1.1915366669
5.9100000000 0.6769261001 1.2254467364
5.9200000000 0.6715509991 1.2193558230
5.9300000000 0.6543371055 1.1988872530
5.9400000000 0.6352265789 1.1751954015
5.9500000000 0.6732514054 1.2080091969
5.9600000000 0.6581696030 1.1871478990
5.9700000000 0.6233608725 1.1469361997
5.9800000000 0.5984733993 1.1177400629
5.9900000000 0.5739614274 1.0905830919
6.0000000000 0.5520424465 1.0679230213
6.0100000000 0.4828436418 1.0002061832
6.0200000000 0.3729526500 0.8948643784
6.0300000000 0.2118020765 0.7425074836
6.0400000000 0.0322227841 0.5774523790
6.0500000000 -0.1277866891 0.4387393042
6.0600000000 -0.2562451242 0.3386029923
6.0700000000 -0.3072775236 0.3222104544
6.0800000000 -0.3134060469 0.3550753220
6.0900000000 -0.3365946706 0.3730817653
6.1000000000 -0.3706815305 0.3808064496
6.1100000000 -0.4251315335 0.3676315691
6.1200000000 -0.5104530117 0.3224952113
6.1300000000 -0.5659717796 0.3059341903
6.1400000000 -0.5066133527 0.4021659669
6.1500000000 -0.4114209012 0.5299263858
6.1600000000 -0.3165579491 0.6511983433
6.1700000000 -0.2208046765 0.7657791899
6.1800000000 -0.2099497078 0.7873496222
6.1900000000 -0.2267644059 0.7741787531
6.2000000000 -0.2081693654 0.7905185299
6.2100000000 -0.2556089585 0.7358368333
6.2200000000 -0.3581163586 0.6231473285
6.2300000000 -0.4509255102 0.5194176364
6.2400000000 -0.4854112867 0.4748420831
6.2500000000 -0.4427954731 0.5083471891
6.2600000000 -0.4579007371 0.4844695505
6.2700000000 -0.4790996148 0.4552153423
6.2800000000 -0.4317147516 0.4951448831
6.2900000000 -0.4037529149 0.5154447318
6.3000000000 -0.4216937588 0.4894176631
6.3100000000 -0.4361571311 0.4668182980
6.3200000000 -0.5107057165 0.3844052177
6.3300000000 -0.6781029136 0.2108471884
6.3400000000 -0.8428815802 0.0436966962
6.3500000000 -0.9889010369 -0.0995387500
6.3600000000 -1.1447616047 -0.2467410725
6.3700000000 -1.3675360193 -0.4543341134
